NUPATRIMONIO,DTAQUISICAO
14320,2011-12-11
14321,2011-12-11
14322,2011-12-11
14323,2011-12-11
14324,2011-12-11
14325,2011-12-11
14326,2011-12-11
14327,2011-12-11
14328,2011-12-11
14329,2025-11-04
14330,2011-12-11
14331,2011-12-11
14332,2011-12-11
14333,2011-12-11
14334,2011-12-11
14335,2025-11-14
14336,2025-11-03
14337,2025-12-04
14338,2025-12-04
14339,2025-06-06
14342,2025-12-18
14343,2025-12-18
14344,2025-12-04
14345,2025-12-03
14347,2025-12-18
14583,2025-05-02
14585,2025-06-17
14586,2025-06-17
14590,2025-05-02
14604,2011-12-11
14635,2024-04-16
14637,2024-04-16
14638,2024-04-16
14640,2025-08-04
14641,2025-08-04
14642,2011-12-11
14643,2011-12-11
14644,2011-12-11
14646,2025-08-11
14647,2025-10-09
14648,2011-12-11
14741,2025-07-30
14780,2025-02-20
14781,2025-02-20
14782,2025-02-20
14783,2025-02-20
14784,2025-02-07
14785,2025-02-07
14786,2025-02-07
14787,2025-02-07
14788,2025-02-07
14789,2025-02-07
14790,2025-08-20
14791,2025-06-20
14792,2025-02-12
14793,2025-02-12
14794,2025-02-07
14795,2025-02-07
14796,2025-04-07
14797,2025-03-05
14799,2025-02-07
14800,2025-02-07
14801,2025-02-07
14802,2025-02-07
14803,2025-02-07
14804,2025-02-07
14805,2025-05-05
14806,2025-06-17
14807,2025-06-17
14808,2025-04-29
14809,2025-04-07
14810,2025-08-06
14811,2025-08-06
14813,2025-02-07
14814,2025-02-07
14815,2025-02-20
14816,2025-02-20
14817,2025-02-20
14818,2025-02-20
14819,2025-02-20
14821,2025-02-20
14822,2025-09-03
14823,2025-09-03
14824,2025-09-03
14825,2025-09-03
14826,2025-09-03
14827,2025-02-20
14828,2025-06-25
14829,2025-06-25
14830,2025-06-25
14831,2025-07-09
14832,2025-06-10
14833,2025-02-28
14834,2025-08-28
14835,2025-06-02
14836,2025-05-02
14837,2025-07-09
14838,2025-02-20
14839,2025-05-02
14840,2025-05-02
14841,2025-05-02
14842,2025-05-02
14843,2025-05-02
14844,2025-07-22
14845,2025-07-22
14846,2025-02-20
14847,2025-02-20
14848,2025-02-20
14849,2025-02-20
14850,2025-02-20
14851,2025-05-05
14852,2025-03-20
14915,2011-12-11
14916,2011-12-11
15353,2011-12-11
15355,2011-12-11
15358,2011-12-11
15361,2011-12-11
15362,2011-12-11
15367,2011-12-11
15372,2011-12-11
15373,2011-12-11
15376,2011-12-11
15379,2011-12-11
15382,2011-12-11
15385,2011-12-11
15387,2011-12-11
15388,2011-12-11
15391,2011-12-11
15392,2011-12-11
15394,2011-12-11
15397,2011-12-11
15400,2011-12-11
15401,2011-12-11
15405,2011-12-11
15406,2011-12-11
15407,2011-12-11
15412,2011-12-11
15415,2011-12-11
15418,2011-12-11
15423,2011-12-11
15426,2011-12-11
15430,2011-12-11
15433,2011-12-11
15436,2011-12-11
15439,2011-12-11
15444,2011-12-11
15445,2011-12-11
15447,2011-12-11
15448,2011-12-11
15454,2011-12-11
15458,2011-12-11
15465,2011-12-11
15466,2011-12-11
15469,2011-12-11
15476,2011-12-11
15478,2011-12-11
15479,2011-12-11
15481,2011-12-11
15483,2011-12-11
15484,2011-12-11
15486,2011-12-11
15487,2011-12-11
15489,2011-12-11
15490,2011-12-11
15492,2011-12-11
15494,2011-12-11
15495,2011-12-11
15496,2011-12-11
15497,2011-12-11
15499,2011-12-11
15501,2011-12-11
15502,2011-12-11
15508,2011-12-11
15510,2011-12-11
15511,2011-12-11
15512,2011-12-11
15513,2011-12-11
15514,2011-12-11
15525,2011-12-11
15527,2011-12-11
15536,2011-12-11
15538,2011-12-11
15539,2011-12-11
15540,2011-12-11
15543,2011-12-11
15544,2011-12-11
15549,2011-12-11
15552,2011-12-11
15553,2011-12-11
15554,2011-12-11
15555,2011-12-11
15557,2011-12-11
15559,2011-12-11
15560,2011-12-11
15562,2011-12-11
15563,2011-12-11
15566,2011-12-11
15577,2011-12-11
15579,2011-12-11
15593,2011-12-11
15612,2011-12-11
15618,2011-12-11
15624,2011-12-11
15630,2011-12-11
15633,2011-12-11
15636,2011-12-11
15639,2011-12-11
15646,2011-12-11
15657,2011-12-11
15659,2011-12-11
15660,2011-12-11
15662,2011-12-11
15666,2011-12-11
15669,2011-12-11
15672,2011-12-11
15675,2011-12-11
15677,2011-12-11
15678,2011-12-11
15687,2011-12-11
15696,2011-12-11
15703,2024-01-16
15705,2024-04-02
15707,2024-04-02
15709,2011-12-11
15710,2011-12-11
15711,2023-06-30
15712,2011-12-11
15713,2011-12-11
15714,2011-12-11
15715,2011-12-11
15716,2011-12-11
15717,2011-12-11
15718,2011-12-11
15719,2011-12-11
15720,2011-12-11
15721,2011-12-11
15722,2011-12-11
15723,2011-12-11
15724,2011-12-11
15725,2011-12-11
15726,2011-12-11
15727,2011-12-11
15728,2011-12-11
15729,2011-12-11
15730,2011-12-11
15731,2011-12-11
15732,2011-12-11
15733,2011-12-11
15734,2011-12-11
15735,2011-12-11
15736,2011-12-11
15737,2011-12-11
15738,2011-12-11
15739,2011-12-11
15740,2011-12-11
15741,2011-12-11
15742,2011-12-11
15743,2011-12-11
15744,2011-12-11
15745,2011-12-11
15746,2011-12-11
15747,2011-12-11
15748,2011-12-11
15749,2011-12-11
15750,2011-12-11
15751,2011-12-11
15752,2011-12-11
15753,2011-12-11
15754,2011-12-11
15755,2011-12-11
15756,2011-12-11
15757,2011-12-11
15758,2011-12-11
15759,2011-12-11
15760,2011-12-11
15761,2011-12-11
15762,2011-12-11
15763,2011-12-11
15764,2011-12-11
15765,2011-12-11
15766,2011-12-11
15767,2011-12-11
15768,2011-12-11
15769,2011-12-11
15770,2011-12-11
15771,2011-12-11
15772,2011-12-11
15773,2011-12-11
15774,2011-12-11
15775,2011-12-11
15776,2011-12-11
15777,2011-12-11
15778,2011-12-11
15779,2011-12-11
15780,2011-12-11
15781,2011-12-11
15782,2011-12-11
15783,2011-12-11
15784,2011-12-11
15785,2011-12-11
15786,2011-12-11
15787,2011-12-11
15788,2011-12-11
15789,2011-12-11
15790,2011-12-11
15791,2011-12-11
15792,2011-12-11
15793,2011-12-11
15794,2011-12-11
15795,2011-12-11
15796,2011-12-11
15797,2011-12-11
15798,2011-12-11
15799,2011-12-11
15800,2011-12-11
15801,2011-12-11
15802,2011-12-11
15803,2011-12-11
15804,2011-12-11
15805,2011-12-11
15806,2011-12-11
15807,2011-12-11
15808,2011-12-11
15809,2011-12-11
15810,2011-12-11
15811,2011-12-11
15812,2011-12-11
15813,2011-12-11
15814,2011-12-11
15815,2011-12-11
15816,2011-12-11
15817,2011-12-11
15818,2011-12-11
15819,2011-12-11
15820,2011-12-11
15821,2011-12-11
15822,2011-12-11
15823,2011-12-11
15824,2011-12-11
15825,2011-12-11
15826,2011-12-11
15827,2011-12-11
15828,2011-12-11
15829,2011-12-11
15830,2011-12-11
15831,2011-12-11
15832,2011-12-11
15833,2011-12-11
15834,2011-12-11
15835,2011-12-11
15836,2011-12-11
15837,2011-12-11
15838,2011-12-11
15839,2011-12-11
15840,2011-12-11
15841,2011-12-11
15842,2011-12-11
15843,2011-12-11
15844,2011-12-11
15845,2011-12-11
15846,2011-12-11
15847,2011-12-11
15848,2011-12-11
15849,2011-12-11
15850,2011-12-11
15851,2011-12-11
15852,2011-12-11
15853,2011-12-11
15854,2011-12-11
15855,2011-12-11
15856,2011-12-11
15857,2011-12-11
15858,2011-12-11
15859,2011-12-11
15860,2011-12-11
15861,2011-12-11
15862,2011-12-11
15863,2011-12-11
15864,2011-12-11
15865,2011-12-11
15866,2011-12-11
15867,2011-12-11
15868,2011-12-11
15869,2011-12-11
15870,2011-12-11
15871,2011-12-11
15872,2011-12-11
15873,2011-12-11
15874,2011-12-11
15875,2011-12-11
15876,2011-12-11
15877,2011-12-11
15878,2011-12-11
15879,2011-12-11
15880,2011-12-11
15881,2011-12-11
15882,2011-12-11
15883,2011-12-11
15884,2011-12-11
15885,2011-12-11
15886,2011-12-11
15887,2011-12-11
15888,2011-12-11
15889,2011-12-11
15890,2011-12-11
15891,2011-12-11
15892,2011-12-11
15893,2011-12-11
15894,2011-12-11
15895,2011-12-11
15896,2011-12-11
15897,2011-12-11
15898,2011-12-11
15899,2011-12-11
15900,2011-12-11
15901,2011-12-11
15902,2011-12-11
15903,2011-12-11
15904,2011-12-11
15905,2011-12-11
15906,2011-12-11
15907,2011-12-11
15908,2011-12-11
15909,2011-12-11
15910,2011-12-11
15911,2011-12-11
15912,2011-12-11
15913,2011-12-11
15914,2011-12-11
15915,2011-12-11
15916,2011-12-11
15917,2011-12-11
15918,2011-12-11
15919,2011-12-11
15920,2011-12-11
15921,2011-12-11
15922,2011-12-11
15923,2011-12-11
15924,2011-12-11
15925,2011-12-11
15926,2011-12-11
15927,2011-12-11
15928,2011-12-11
15929,2011-12-11
15930,2011-12-11
15931,2011-12-11
15932,2011-12-11
15933,2011-12-11
15934,2011-12-11
15935,2011-12-11
15936,2011-12-11
15937,2011-12-11
15938,2011-12-11
15939,2011-12-11
15940,2011-12-11
15941,2011-12-11
15942,2011-12-11
15943,2025-07-29
15944,2011-12-11
15948,2025-08-26
15950,2011-12-11
15951,2011-12-11
15952,2011-12-11
15953,2011-12-11
15954,2011-12-11
15955,2011-12-11
15956,2011-12-11
15957,2011-12-11
15958,2011-12-11
15959,2011-12-11
15960,2011-12-11
15961,2011-12-11
15962,2011-12-11
15963,2011-12-11
15964,2011-12-11
15965,2011-12-11
15966,2011-12-11
15967,2011-12-11
15968,2011-12-11
15969,2011-12-11
15970,2011-12-11
15971,2011-12-11
15972,2011-12-11
15973,2011-12-11
15974,2011-12-11
15975,2011-12-11
15976,2011-12-11
15977,2011-12-11
15978,2011-12-11
15979,2011-12-11
15980,2011-12-11
15981,2011-12-11
15982,2011-12-11
15983,2011-12-11
15984,2011-12-11
15985,2011-12-11
15986,2011-12-11
15987,2011-12-11
15988,2011-12-11
15989,2011-12-11
15990,2011-12-11
15991,2011-12-11
15992,2011-12-11
15993,2011-12-11
15994,2011-12-11
15996,2011-12-11
15997,2011-12-11
15998,2011-12-11
15999,2011-12-11
16000,2011-12-11
16001,2011-12-11
16002,2011-12-11
16003,2011-12-11
16004,2011-12-11
16005,2011-12-11
16006,2011-12-11
16007,2011-12-11
16008,2011-12-11
16009,2011-12-11
16010,2011-12-11
16011,2011-12-11
16012,2011-12-11
16013,2011-12-11
16014,2011-12-11
16015,2011-12-11
16016,2011-12-11
16017,2011-12-11
16018,2011-12-11
16019,2011-12-11
16020,2011-12-11
16021,2011-12-11
16022,2011-12-11
16023,2011-12-11
16024,2011-12-11
16025,2011-12-11
16026,2011-12-11
16027,2011-12-11
16028,2011-12-11
16029,2011-12-11
16030,2011-12-11
16031,2011-12-11
16032,2011-12-11
16033,2011-12-11
16034,2011-12-11
16035,2011-12-11
16036,2011-12-11
16037,2011-12-11
16038,2011-12-11
16039,2011-12-11
16040,2011-12-11
16041,2011-12-11
16042,2011-12-11
16043,2011-12-11
16044,2011-12-11
16045,2011-12-11
16046,2011-12-11
16047,2011-12-11
16048,2011-12-11
16049,2011-12-11
16050,2011-12-11
16051,2011-12-11
16052,2011-12-11
16053,2011-12-11
16054,2011-12-11
16056,2011-12-11
16057,2011-12-11
16059,2011-12-11
16060,2011-12-11
16061,2011-12-11
16062,2011-12-11
16063,2011-12-11
16067,2011-12-11
16068,2011-12-11
16069,2011-12-11
16070,2011-12-11
16072,2011-12-11
16074,2011-12-11
16075,2011-12-11
16080,2011-12-11
16083,2011-12-11
16084,2011-12-11
16085,2011-12-11
16086,2011-12-11
16087,2011-12-11
16088,2011-12-11
16089,2011-12-11
16090,2011-12-11
16092,2011-12-11
16095,2011-12-11
16096,2011-12-11
16097,2011-12-11
16099,2011-12-11
16100,2011-12-11
16102,2011-12-11
16103,2011-12-11
16104,2011-12-11
16105,2011-12-11
16106,2011-12-11
16107,2011-12-11
16109,2011-12-11
16111,2011-12-11
16112,2011-12-11
16113,2011-12-11
16114,2011-12-11
16115,2011-12-11
16116,2011-12-11
16117,2011-12-11
16119,2011-12-11
16120,2011-12-11
16121,2011-12-11
16124,2011-12-11
16125,2011-12-11
16126,2011-12-11
16127,2011-12-11
16129,2011-12-11
16130,2011-12-11
16131,2011-12-11
16132,2011-12-11
16133,2011-12-11
16135,2011-12-11
16136,2011-12-11
16137,2011-12-11
16138,2011-12-11
16140,2011-12-11
16141,2011-12-11
16142,2011-12-11
16143,2011-12-11
16144,2011-12-11
16145,2011-12-11
16146,2011-12-11
16147,2011-12-11
16148,2011-12-11
16150,2011-12-11
16151,2011-12-11
16152,2011-12-11
16153,2011-12-11
16154,2011-12-11
16155,2011-12-11
16156,2011-12-11
16157,2011-12-11
16158,2011-12-11
16159,2011-12-11
16160,2011-12-11
16161,2011-12-11
16162,2011-12-11
16163,2011-12-11
16164,2011-12-11
16165,2011-12-11
16166,2011-12-11
16167,2011-12-11
16168,2011-12-11
16169,2011-12-11
16170,2011-12-11
16172,2011-12-11
16173,2011-12-11
16174,2011-12-11
16175,2011-12-11
16176,2011-12-11
16177,2011-12-11
16178,2011-12-11
16182,2011-12-11
16183,2011-12-11
16185,2011-12-11
16186,2011-12-11
16187,2011-12-11
16188,2011-12-11
16190,2011-12-11
16191,2011-12-11
16193,2011-12-11
16195,2011-12-11
16196,2011-12-11
16197,2011-12-11
16198,2011-12-11
16199,2011-12-11
16200,2011-12-11
16201,2011-12-11
16202,2011-12-11
16203,2011-12-11
16204,2011-12-11
16205,2011-12-11
16206,2011-12-11
16207,2011-12-11
16208,2011-12-11
16209,2011-12-11
16211,2011-12-11
16212,2011-12-11
16213,2011-12-11
16214,2011-12-11
16215,2011-12-11
16216,2011-12-11
16218,2011-12-11
16221,2011-12-11
16224,2011-12-11
16227,2011-12-11
16228,2011-12-11
16229,2011-12-11
16230,2011-12-11
16232,2011-12-11
16233,2011-12-11
16235,2011-12-11
16237,2011-12-11
16240,2011-12-11
16241,2011-12-11
16242,2011-12-11
16245,2011-12-11
16246,2011-12-11
16247,2011-12-11
16248,2011-12-11
16250,2011-12-11
16251,2011-12-11
16253,2011-12-11
16254,2011-12-11
16255,2011-12-11
16258,2011-12-11
16260,2011-12-11
16262,2011-12-11
16263,2011-12-11
16266,2011-12-11
16267,2011-12-11
16268,2011-12-11
16269,2011-12-11
16270,2011-12-11
16272,2011-12-11
16275,2011-12-11
16276,2011-12-11
16277,2011-12-11
16278,2011-12-11
16281,2011-12-11
16282,2011-12-11
16285,2011-12-11
16286,2011-12-11
16287,2011-12-11
16288,2011-12-11
16290,2011-12-11
16291,2011-12-11
16292,2011-12-11
16294,2011-12-11
16295,2011-12-11
16296,2011-12-11
16297,2011-12-11
16299,2011-12-11
16300,2011-12-11
16301,2011-12-11
16306,2011-12-11
16307,2011-12-11
16309,2011-12-11
16310,2011-12-11
16312,2011-12-11
16317,2011-12-11
16319,2011-12-11
16322,2011-12-11
16323,2011-12-11
16325,2011-12-11
16327,2011-12-11
16329,2011-12-11
16330,2011-12-11
16331,2011-12-11
16332,2011-12-11
16335,2011-12-11
16336,2011-12-11
16337,2011-12-11
16338,2011-12-11
16342,2011-12-11
16343,2011-12-11
16344,2011-12-11
16345,2011-12-11
16346,2011-12-11
16347,2011-12-11
16348,2011-12-11
16349,2011-12-11
16350,2011-12-11
16351,2011-12-11
16352,2011-12-11
16353,2011-12-11
16355,2011-12-11
16356,2011-12-11
16357,2011-12-11
16358,2011-12-11
16359,2011-12-11
16360,2011-12-11
16361,2011-12-11
16362,2011-12-11
16365,2011-12-11
16367,2011-12-11
16369,2011-12-11
16370,2011-12-11
16371,2011-12-11
16373,2011-12-11
16374,2011-12-11
16375,2011-12-11
16376,2011-12-11
16377,2011-12-11
16378,2011-12-11
16379,2011-12-11
16380,2011-12-11
16385,2011-12-11
16387,2011-12-11
16389,2011-12-11
16390,2011-12-11
16391,2011-12-11
16396,2011-12-11
16398,2011-12-11
16399,2011-12-11
16400,2011-12-11
16401,2011-12-11
16402,2011-12-11
16403,2011-12-11
16404,2011-12-11
16466,2011-12-11
16471,2011-12-11
16472,2011-12-11
16499,2011-12-11
16501,2011-12-11
16502,2011-12-11
16504,2011-12-11
16506,2011-12-11
16507,2011-12-11
16508,2011-12-11
16509,2011-12-11
16510,2011-12-11
16513,2011-12-11
16515,2011-12-11
16516,2011-12-11
16517,2011-12-11
16518,2011-12-11
16520,2011-12-11
16521,2011-12-11
16523,2011-12-11
16525,2011-12-11
16527,2011-12-11
16528,2011-12-11
16529,2011-12-11
16530,2011-12-11
16531,2011-12-11
16534,2011-12-11
16536,2011-12-11
16537,2011-12-11
16541,2011-12-11
16543,2011-12-11
16544,2011-12-11
16546,2011-12-11
16547,2011-12-11
16548,2011-12-11
16549,2011-12-11
16550,2011-12-11
16551,2011-12-11
16552,2011-12-11
16556,2011-12-11
16557,2011-12-11
16558,2011-12-11
16559,2011-12-11
16560,2011-12-11
16561,2011-12-11
16563,2011-12-11
16564,2011-12-11
16567,2011-12-11
16568,2011-12-11
16569,2011-12-11
16570,2011-12-11
16572,2011-12-11
16573,2011-12-11
16574,2011-12-11
16575,2011-12-11
16576,2011-12-11
16577,2011-12-11
16580,2011-12-11
16583,2011-12-11
16585,2011-12-11
16587,2011-12-11
16588,2011-12-11
16591,2011-12-11
16592,2011-12-11
16595,2011-12-11
16598,2011-12-11
16599,2011-12-11
16600,2011-12-11
16601,2011-12-11
16603,2011-12-11
16604,2011-12-11
16607,2011-12-11
16608,2011-12-11
16615,2011-12-11
16616,2011-12-11
16619,2011-12-11
16622,2011-12-11
16624,2011-12-11
16626,2011-12-11
16627,2011-12-11
16629,2011-12-11
16630,2011-12-11
16632,2011-12-11
16637,2011-12-11
16638,2011-12-11
16640,2011-12-11
16643,2011-12-11
16645,2011-12-11
16646,2011-12-11
16647,2011-12-11
16648,2011-12-11
16649,2011-12-11
16651,2011-12-11
16652,2011-12-11
16655,2011-12-11
16656,2011-12-11
16664,2011-12-11
16665,2011-12-11
16666,2011-12-11
16669,2011-12-11
16673,2011-12-11
16678,2011-12-11
16679,2011-12-11
16680,2011-12-11
16681,2011-12-11
16683,2011-12-11
16684,2011-12-11
16689,2011-12-11
16694,2011-12-11
16696,2011-12-11
16704,2011-12-11
16705,2011-12-11
16707,2011-12-11
16712,2011-12-11
16715,2011-12-11
16717,2011-12-11
16721,2011-12-11
16722,2011-12-11
16723,2011-12-11
16732,2011-12-11
16734,2011-12-11
16735,2011-12-11
16739,2011-12-11
16741,2011-12-11
16744,2011-12-11
16746,2011-12-11
16747,2011-12-11
16750,2011-12-11
16751,2011-12-11
16753,2011-12-11
16812,2011-12-11
16813,2011-12-11
16814,2011-12-11
16815,2011-12-11
16816,2011-12-11
16817,2011-12-11
16819,2011-12-11
16822,2011-12-11
16823,2011-12-11
16824,2011-12-11
16825,2011-12-11
16826,2011-12-11
16827,2011-12-11
16828,2011-12-11
16832,2011-12-11
16834,2011-12-11
16835,2011-12-11
16839,2011-12-11
16841,2011-12-11
16844,2011-12-11
16847,2011-12-11
16848,2011-12-11
16850,2011-12-11
16851,2011-12-11
16852,2011-12-11
16853,2011-12-11
16855,2011-12-11
16856,2011-12-11
16857,2011-12-11
16858,2011-12-11
16859,2011-12-11
16860,2011-12-11
16861,2011-12-11
16871,2011-12-11
16873,2011-12-11
16876,2011-12-11
16877,2011-12-11
16878,2011-12-11
16879,2011-12-11
16901,2011-12-11
16920,2011-12-11
16921,2011-12-11
16938,2011-12-11
16961,2011-12-11
16964,2011-12-11
16970,2011-12-11
16975,2011-12-11
16981,2011-12-11
16983,2011-12-11
16985,2011-12-11
16988,2011-12-11
16993,2011-12-11
16995,2011-12-11
16996,2011-12-11
16997,2011-12-11
16998,2011-12-11
17005,2011-12-11
17006,2011-12-11
17017,2011-12-11
17066,2011-12-11
17067,2011-12-11
17068,2011-12-11
17072,2011-12-11
17073,2011-12-11
17074,2011-12-11
17075,2011-12-11
17077,2011-12-11
17078,2011-12-11
17079,2011-12-11
17081,2011-12-11
17083,2011-12-11
17085,2011-12-11
17086,2011-12-11
17088,2011-12-11
17090,2011-12-11
17091,2011-12-11
17095,2011-12-11
17099,2011-12-11
17100,2011-12-11
17101,2011-12-11
17102,2011-12-11
17103,2011-12-11
17104,2011-12-11
17105,2011-12-11
17109,2011-12-11
17113,2011-12-11
17115,2011-12-11
17116,2011-12-11
17118,2011-12-11
17122,2011-12-11
17123,2011-12-11
17124,2011-12-11
17128,2011-12-11
17131,2011-12-11
17132,2011-12-11
17135,2011-12-11
17136,2011-12-11
17146,2011-12-11
17149,2011-12-11
17152,2011-12-11
17155,2011-12-11
17156,2011-12-11
17157,2011-12-11
17158,2011-12-11
17161,2011-12-11
17162,2011-12-11
17164,2011-12-11
17172,2011-12-11
17173,2011-12-11
17174,2011-12-11
17175,2011-12-11
17176,2011-12-11
17188,2011-12-11
17189,2011-12-11
17191,2011-12-11
17194,2011-12-11
17197,2011-12-11
17199,2011-12-11
17200,2011-12-11
17203,2011-12-11
17204,2011-12-11
17207,2011-12-11
17212,2011-12-11
17214,2011-12-11
17215,2011-12-11
17217,2011-12-11
17218,2011-12-11
17219,2011-12-11
17220,2011-12-11
17221,2011-12-11
17223,2011-12-11
17224,2011-12-11
17226,2011-12-11
17229,2011-12-11
17230,2011-12-11
17232,2011-12-11
17235,2011-12-11
17236,2011-12-11
17237,2011-12-11
17241,2011-12-11
17242,2011-12-11
17244,2011-12-11
17245,2011-12-11
17248,2011-12-11
17249,2011-12-11
17250,2011-12-11
17258,2011-12-11
17261,2011-12-11
17265,2011-12-11
17266,2011-12-11
17273,2011-12-11
17274,2011-12-11
17276,2011-12-11
17277,2011-12-11
17282,2011-12-11
17301,2011-12-11
17306,2011-12-11
17310,2011-12-11
17315,2011-12-11
17324,2011-12-11
17327,2011-12-11
17330,2011-12-11
17331,2011-12-11
17336,2011-12-11
17346,2011-12-11
17348,2011-12-11
17353,2011-12-11
17356,2011-12-11
17359,2011-12-11
17362,2011-12-11
17363,2011-12-11
17364,2011-12-11
17369,2011-12-11
17372,2011-12-11
17378,2011-12-11
17384,2011-12-11
17390,2011-12-11
17392,2011-12-11
17396,2011-12-11
17399,2011-12-11
17404,2011-12-11
17408,2011-12-11
17420,2011-12-11
17423,2011-12-11
17435,2011-12-11
17438,2011-12-11
17447,2011-12-11
17459,2011-12-11
17460,2011-12-11
17461,2011-12-11
17462,2011-12-11
17463,2011-12-11
17464,2011-12-11
17465,2011-12-11
17466,2011-12-11
17467,2011-12-11
17469,2011-12-11
17470,2011-12-11
17471,2011-12-11
17472,2011-12-11
17473,2011-12-11
17474,2011-12-11
17475,2011-12-11
17476,2011-12-11
17477,2011-12-11
17478,2011-12-11
17479,2011-12-11
17480,2011-12-11
17481,2011-12-11
17482,2011-12-11
17483,2011-12-11
17484,2011-12-11
17485,2011-12-11
17486,2011-12-11
17487,2011-12-11
17488,2011-12-11
17489,2011-12-11
17490,2011-12-11
17491,2011-12-11
17492,2011-12-11
17493,2011-12-11
17494,2011-12-11
17495,2011-12-11
17496,2011-12-11
17497,2011-12-11
17498,2011-12-11
17499,2011-12-11
17500,2011-12-11
17501,2011-12-11
17502,2011-12-11
17503,2011-12-11
17504,2011-12-11
17505,2011-12-11
17507,2011-12-11
17508,2011-12-11
17509,2011-12-11
17510,2011-12-11
17511,2011-12-11
17512,2011-12-11
17513,2011-12-11
17514,2011-12-11
17515,2011-12-11
17516,2011-12-11
17517,2011-12-11
17518,2011-12-11
17519,2011-12-11
17520,2011-12-11
17521,2011-12-11
17522,2011-12-11
17523,2011-12-11
17524,2011-12-11
17525,2011-12-11
17526,2011-12-11
17527,2011-12-11
17528,2011-12-11
17529,2011-12-11
17530,2011-12-11
17531,2011-12-11
17532,2011-12-11
17533,2011-12-11
17534,2011-12-11
17535,2011-12-11
17536,2011-12-11
17537,2011-12-11
17538,2011-12-11
17539,2011-12-11
17540,2011-12-11
17541,2011-12-11
17542,2011-12-11
17543,2011-12-11
17544,2011-12-11
17545,2011-12-11
17546,2011-12-11
17547,2011-12-11
17548,2011-12-11
17549,2011-12-11
17550,2011-12-11
17551,2011-12-11
17552,2011-12-11
17553,2011-12-11
17554,2011-12-11
17555,2011-12-11
17556,2011-12-11
17557,2011-12-11
17558,2011-12-11
17559,2011-12-11
17560,2011-12-11
17561,2011-12-11
17562,2011-12-11
17563,2011-12-11
17564,2011-12-11
17565,2011-12-11
17566,2011-12-11
17567,2011-12-11
17568,2011-12-11
17569,2011-12-11
17572,2011-12-11
17573,2011-12-11
17574,2011-12-11
17575,2011-12-11
17576,2011-12-11
17577,2011-12-11
17578,2011-12-11
17579,2011-12-11
17580,2011-12-11
17581,2011-12-11
17582,2011-12-11
17583,2011-12-11
17584,2011-12-11
17585,2011-12-11
17586,2011-12-11
17587,2011-12-11
