NUPATRIM    NUPROJ    DTMOVI      FLMOV    USUARIO                            DTOPERACAO    
28902       197       27/08/2025    I        BEA.SC                             27/08/2025    
32448       197       27/08/2025    I        BEA.SC                             27/08/2025    
32570       197       27/08/2025    I        BEA.SC                             27/08/2025    
32571       197       27/08/2025    I        BEA.SC                             27/08/2025    
29393       197       27/08/2025    I        BEA.SC                             27/08/2025    
29392       197       27/08/2025    I        BEA.SC                             27/08/2025    
29386       197       27/08/2025    I        BEA.SC                             27/08/2025    
13982       999911    27/08/2025    I        TIAGOP                             27/08/2025    
8683        999911    27/08/2025    I        TIAGOP                             27/08/2025    
8683        999911    27/08/2025    I        TIAGOP                             27/08/2025    
10234       999911    27/08/2025    I        TIAGOP                             27/08/2025    
10272       999911    27/08/2025    I        TIAGOP                             27/08/2025    
32026       878       27/08/2025    I        BEA.SC                             27/08/2025    
32026       878       27/08/2025    I        BEA.SC                             27/08/2025    
10317       736       27/08/2025    I        BEA.SC                             27/08/2025    
10317       736       27/08/2025    I        BEA.SC                             27/08/2025    
22406       197       27/08/2025    I        BEA.SC                             27/08/2025    
22409       197       27/08/2025    I        BEA.SC                             27/08/2025    
22411       197       27/08/2025    I        BEA.SC                             27/08/2025    
22413       197       27/08/2025    I        BEA.SC                             27/08/2025    
22402       545       27/08/2025    I        BEA.SC                             27/08/2025    
22403       545       27/08/2025    I        BEA.SC                             27/08/2025    
22405       545       27/08/2025    I        BEA.SC                             27/08/2025    
32079       545       27/08/2025    I        BEA.SC                             27/08/2025    
22401       8         27/08/2025    I        BEA.SC                             27/08/2025    
33176       736       27/08/2025    I        BEA.SC                             27/08/2025    
9476        736       27/08/2025    I        BEA.SC                             27/08/2025    
3980        736       27/08/2025    I        BEA.SC                             27/08/2025    
9490        736       27/08/2025    I        BEA.SC                             27/08/2025    
33167       736       27/08/2025    I        BEA.SC                             27/08/2025    
33169       736       27/08/2025    I        BEA.SC                             27/08/2025    
33170       736       27/08/2025    I        BEA.SC                             27/08/2025    
33170       736       27/08/2025    I        BEA.SC                             27/08/2025    
33179       736       27/08/2025    I        BEA.SC                             27/08/2025    
33182       736       27/08/2025    I        BEA.SC                             27/08/2025    
33183       736       27/08/2025    I        BEA.SC                             27/08/2025    
33184       736       27/08/2025    I        BEA.SC                             27/08/2025    
33185       736       27/08/2025    I        BEA.SC                             27/08/2025    
33717       736       27/08/2025    I        BEA.SC                             27/08/2025    
36653       736       27/08/2025    I        BEA.SC                             27/08/2025    
36654       736       27/08/2025    I        BEA.SC                             27/08/2025    
36683       736       27/08/2025    I        BEA.SC                             27/08/2025    
28206       736       27/08/2025    I        BEA.SC                             27/08/2025    
33173       736       27/08/2025    I        BEA.SC                             27/08/2025    
33209       736       27/08/2025    I        BEA.SC                             27/08/2025    
33210       736       27/08/2025    I        BEA.SC                             27/08/2025    
33212       736       27/08/2025    I        BEA.SC                             27/08/2025    
33216       736       27/08/2025    I        BEA.SC                             27/08/2025    
36560       736       27/08/2025    I        BEA.SC                             27/08/2025    
36624       736       27/08/2025    I        BEA.SC                             27/08/2025    
36641       736       27/08/2025    I        BEA.SC                             27/08/2025    
36642       736       27/08/2025    I        BEA.SC                             27/08/2025    
33177       736       27/08/2025    I        BEA.SC                             27/08/2025    
9497        736       27/08/2025    I        BEA.SC                             27/08/2025    
9388        736       27/08/2025    I        BEA.SC                             27/08/2025    
9387        736       27/08/2025    I        BEA.SC                             27/08/2025    
33714       736       27/08/2025    I        BEA.SC                             27/08/2025    
9385        736       27/08/2025    I        BEA.SC                             27/08/2025    
9398        736       27/08/2025    I        BEA.SC                             27/08/2025    
33178       736       27/08/2025    I        BEA.SC                             27/08/2025    
9379        736       27/08/2025    I        BEA.SC                             27/08/2025    
33172       736       27/08/2025    I        BEA.SC                             27/08/2025    
28762       736       27/08/2025    I        BEA.SC                             27/08/2025    
33175       736       27/08/2025    I        BEA.SC                             27/08/2025    
36649       736       27/08/2025    I        BEA.SC                             27/08/2025    
36559       736       27/08/2025    I        BEA.SC                             27/08/2025    
25613       736       28/08/2025    I        BEA.SC                             28/08/2025    
33181       736       28/08/2025    I        BEA.SC                             28/08/2025    
9296        736       28/08/2025    I        BEA.SC                             28/08/2025    
82243       736       28/08/2025    I        BEA.SC                             28/08/2025    
288620      736       28/08/2025    I        BEA.SC                             28/08/2025    
36368       736       28/08/2025    I        BEA.SC                             28/08/2025    
33231       736       28/08/2025    I        BEA.SC                             28/08/2025    
36390       736       28/08/2025    I        BEA.SC                             28/08/2025    
36448       736       28/08/2025    I        BEA.SC                             28/08/2025    
36477       736       28/08/2025    I        BEA.SC                             28/08/2025    
36487       736       28/08/2025    I        BEA.SC                             28/08/2025    
36488       736       28/08/2025    I        BEA.SC                             28/08/2025    
36347       736       28/08/2025    I        BEA.SC                             28/08/2025    
36348       736       28/08/2025    I        BEA.SC                             28/08/2025    
36349       736       28/08/2025    I        BEA.SC                             28/08/2025    
36457       736       28/08/2025    I        BEA.SC                             28/08/2025    
36458       736       28/08/2025    I        BEA.SC                             28/08/2025    
28743       736       28/08/2025    I        BEA.SC                             28/08/2025    
29204       736       28/08/2025    I        BEA.SC                             28/08/2025    
36476       736       28/08/2025    I        BEA.SC                             28/08/2025    
33232       736       28/08/2025    I        BEA.SC                             28/08/2025    
33247       736       28/08/2025    I        BEA.SC                             28/08/2025    
36519       736       28/08/2025    I        BEA.SC                             28/08/2025    
36520       736       28/08/2025    I        BEA.SC                             28/08/2025    
36346       736       28/08/2025    I        BEA.SC                             28/08/2025    
36337       736       28/08/2025    I        BEA.SC                             28/08/2025    
36337       736       28/08/2025    I        BEA.SC                             28/08/2025    
36351       736       28/08/2025    I        BEA.SC                             28/08/2025    
36352       736       28/08/2025    I        BEA.SC                             28/08/2025    
36381       736       28/08/2025    I        BEA.SC                             28/08/2025    
36384       736       28/08/2025    I        BEA.SC                             28/08/2025    
36385       736       28/08/2025    I        BEA.SC                             28/08/2025    
36596       736       28/08/2025    I        BEA.SC                             28/08/2025    
29305       610       28/08/2025    I        BEA.SC                             28/08/2025    
29067       610       28/08/2025    I        BEA.SC                             28/08/2025    
29345       610       28/08/2025    I        BEA.SC                             28/08/2025    
32483       610       28/08/2025    I        BEA.SC                             28/08/2025    
32484       610       28/08/2025    I        BEA.SC                             28/08/2025    
32484       610       28/08/2025    I        BEA.SC                             28/08/2025    
36643       610       28/08/2025    I        BEA.SC                             28/08/2025    
36644       610       28/08/2025    I        BEA.SC                             28/08/2025    
36648       610       28/08/2025    I        BEA.SC                             28/08/2025    
36655       610       28/08/2025    I        BEA.SC                             28/08/2025    
36681       610       28/08/2025    I        BEA.SC                             28/08/2025    
36681       610       28/08/2025    I        BEA.SC                             28/08/2025    
36692       610       28/08/2025    I        BEA.SC                             28/08/2025    
36694       610       28/08/2025    I        BEA.SC                             28/08/2025    
32439       610       28/08/2025    I        BEA.SC                             28/08/2025    
32441       610       28/08/2025    I        BEA.SC                             28/08/2025    
32444       610       28/08/2025    I        BEA.SC                             28/08/2025    
32450       610       28/08/2025    I        BEA.SC                             28/08/2025    
32480       610       28/08/2025    I        BEA.SC                             28/08/2025    
32482       610       28/08/2025    I        BEA.SC                             28/08/2025    
36571       610       28/08/2025    I        BEA.SC                             28/08/2025    
36572       610       28/08/2025    I        BEA.SC                             28/08/2025    
36573       610       28/08/2025    I        BEA.SC                             28/08/2025    
36575       610       28/08/2025    I        BEA.SC                             28/08/2025    
36576       610       28/08/2025    I        BEA.SC                             28/08/2025    
32449       610       28/08/2025    I        BEA.SC                             28/08/2025    
36568       610       28/08/2025    I        BEA.SC                             28/08/2025    
36569       610       28/08/2025    I        BEA.SC                             28/08/2025    
36570       610       28/08/2025    I        BEA.SC                             28/08/2025    
36645       610       28/08/2025    I        BEA.SC                             28/08/2025    
36646       610       28/08/2025    I        BEA.SC                             28/08/2025    
36647       610       28/08/2025    I        BEA.SC                             28/08/2025    
36650       610       28/08/2025    I        BEA.SC                             28/08/2025    
36651       610       28/08/2025    I        BEA.SC                             28/08/2025    
36652       610       28/08/2025    I        BEA.SC                             28/08/2025    
36656       610       28/08/2025    I        BEA.SC                             28/08/2025    
36673       610       28/08/2025    I        BEA.SC                             28/08/2025    
36674       610       28/08/2025    I        BEA.SC                             28/08/2025    
36675       610       28/08/2025    I        BEA.SC                             28/08/2025    
366663      610       28/08/2025    I        BEA.SC                             28/08/2025    
366663      610       28/08/2025    I        BEA.SC                             28/08/2025    
366664      610       28/08/2025    I        BEA.SC                             28/08/2025    
366665      610       28/08/2025    I        BEA.SC                             28/08/2025    
366666      610       28/08/2025    I        BEA.SC                             28/08/2025    
366667      610       28/08/2025    I        BEA.SC                             28/08/2025    
366668      610       28/08/2025    I        BEA.SC                             28/08/2025    
36514       610       28/08/2025    I        BEA.SC                             28/08/2025    
36515       610       28/08/2025    I        BEA.SC                             28/08/2025    
36516       610       28/08/2025    I        BEA.SC                             28/08/2025    
36517       610       28/08/2025    I        BEA.SC                             28/08/2025    
36517       610       28/08/2025    I        BEA.SC                             28/08/2025    
28070       610       28/08/2025    I        BEA.SC                             28/08/2025    
29302       610       28/08/2025    I        BEA.SC                             28/08/2025    
36859       610       28/08/2025    I        BEA.SC                             28/08/2025    
29314       610       28/08/2025    I        BEA.SC                             28/08/2025    
29316       610       28/08/2025    I        BEA.SC                             28/08/2025    
29303       610       28/08/2025    I        BEA.SC                             28/08/2025    
29304       610       28/08/2025    I        BEA.SC                             28/08/2025    
29311       610       28/08/2025    I        BEA.SC                             28/08/2025    
29312       610       28/08/2025    I        BEA.SC                             28/08/2025    
29313       610       28/08/2025    I        BEA.SC                             28/08/2025    
29333       610       28/08/2025    I        BEA.SC                             28/08/2025    
29350       610       28/08/2025    I        BEA.SC                             28/08/2025    
17740       999911    28/08/2025    I        TIAGOP                             28/08/2025    
17738       999911    28/08/2025    I        TIAGOP                             28/08/2025    
17738       999911    28/08/2025    I        TIAGOP                             28/08/2025    
9364        610       28/08/2025    I        BEA.SC                             28/08/2025    
29348       610       28/08/2025    I        BEA.SC                             28/08/2025    
29352       610       28/08/2025    I        BEA.SC                             28/08/2025    
36312       610       28/08/2025    I        BEA.SC                             28/08/2025    
36313       610       28/08/2025    I        BEA.SC                             28/08/2025    
36316       610       28/08/2025    I        BEA.SC                             28/08/2025    
36317       610       28/08/2025    I        BEA.SC                             28/08/2025    
36421       610       28/08/2025    I        BEA.SC                             28/08/2025    
28068       610       28/08/2025    I        BEA.SC                             28/08/2025    
28236       610       28/08/2025    I        BEA.SC                             28/08/2025    
28433       610       28/08/2025    I        BEA.SC                             28/08/2025    
28446       610       28/08/2025    I        BEA.SC                             28/08/2025    
29306       610       28/08/2025    I        BEA.SC                             28/08/2025    
36326       610       28/08/2025    I        BEA.SC                             28/08/2025    
36327       610       28/08/2025    I        BEA.SC                             28/08/2025    
36328       610       28/08/2025    I        BEA.SC                             28/08/2025    
29083       610       28/08/2025    I        BEA.SC                             28/08/2025    
37011       610       28/08/2025    I        BEA.SC                             28/08/2025    
37012       610       28/08/2025    I        BEA.SC                             28/08/2025    
37013       610       28/08/2025    I        BEA.SC                             28/08/2025    
37014       610       28/08/2025    I        BEA.SC                             28/08/2025    
37015       610       28/08/2025    I        BEA.SC                             28/08/2025    
37017       610       28/08/2025    I        BEA.SC                             28/08/2025    
37018       610       28/08/2025    I        BEA.SC                             28/08/2025    
37019       610       28/08/2025    I        BEA.SC                             28/08/2025    
36611       610       28/08/2025    I        BEA.SC                             28/08/2025    
36612       610       28/08/2025    I        BEA.SC                             28/08/2025    
36614       610       28/08/2025    I        BEA.SC                             28/08/2025    
36615       610       28/08/2025    I        BEA.SC                             28/08/2025    
36616       610       28/08/2025    I        BEA.SC                             28/08/2025    
36617       610       28/08/2025    I        BEA.SC                             28/08/2025    
36618       610       28/08/2025    I        BEA.SC                             28/08/2025    
29301       610       28/08/2025    I        BEA.SC                             28/08/2025    
29334       610       28/08/2025    I        BEA.SC                             28/08/2025    
29336       610       28/08/2025    I        BEA.SC                             28/08/2025    
29341       610       28/08/2025    I        BEA.SC                             28/08/2025    
36852       610       28/08/2025    I        BEA.SC                             28/08/2025    
36033       610       28/08/2025    I        BEA.SC                             28/08/2025    
36061       610       28/08/2025    I        BEA.SC                             28/08/2025    
29308       610       28/08/2025    I        BEA.SC                             28/08/2025    
29309       610       28/08/2025    I        BEA.SC                             28/08/2025    
29310       610       28/08/2025    I        BEA.SC                             28/08/2025    
28151       610       28/08/2025    I        BEA.SC                             28/08/2025    
28152       610       28/08/2025    I        BEA.SC                             28/08/2025    
29002       610       28/08/2025    I        BEA.SC                             28/08/2025    
32408       610       28/08/2025    I        BEA.SC                             28/08/2025    
32440       610       28/08/2025    I        BEA.SC                             28/08/2025    
32443       610       28/08/2025    I        BEA.SC                             28/08/2025    
36669       610       28/08/2025    I        BEA.SC                             28/08/2025    
36670       610       28/08/2025    I        BEA.SC                             28/08/2025    
36671       610       28/08/2025    I        BEA.SC                             28/08/2025    
36676       610       28/08/2025    I        BEA.SC                             28/08/2025    
36677       610       28/08/2025    I        BEA.SC                             28/08/2025    
36679       610       28/08/2025    I        BEA.SC                             28/08/2025    
36680       610       28/08/2025    I        BEA.SC                             28/08/2025    
36686       610       28/08/2025    I        BEA.SC                             28/08/2025    
36687       610       28/08/2025    I        BEA.SC                             28/08/2025    
36688       610       28/08/2025    I        BEA.SC                             28/08/2025    
36690       610       28/08/2025    I        BEA.SC                             28/08/2025    
36691       610       28/08/2025    I        BEA.SC                             28/08/2025    
36699       610       28/08/2025    I        BEA.SC                             28/08/2025    
36700       610       28/08/2025    I        BEA.SC                             28/08/2025    
33211       610       28/08/2025    I        BEA.SC                             28/08/2025    
29081       610       28/08/2025    I        BEA.SC                             28/08/2025    
36018       610       28/08/2025    I        BEA.SC                             28/08/2025    
36019       610       28/08/2025    I        BEA.SC                             28/08/2025    
36020       610       28/08/2025    I        BEA.SC                             28/08/2025    
36021       610       28/08/2025    I        BEA.SC                             28/08/2025    
36022       610       28/08/2025    I        BEA.SC                             28/08/2025    
36023       610       28/08/2025    I        BEA.SC                             28/08/2025    
36024       610       28/08/2025    I        BEA.SC                             28/08/2025    
36025       610       28/08/2025    I        BEA.SC                             28/08/2025    
36026       610       28/08/2025    I        BEA.SC                             28/08/2025    
36027       610       28/08/2025    I        BEA.SC                             28/08/2025    
36035       610       28/08/2025    I        BEA.SC                             28/08/2025    
36036       610       28/08/2025    I        BEA.SC                             28/08/2025    
36037       610       28/08/2025    I        BEA.SC                             28/08/2025    
36038       610       28/08/2025    I        BEA.SC                             28/08/2025    
28066       610       28/08/2025    I        BEA.SC                             28/08/2025    
28221       610       28/08/2025    I        BEA.SC                             28/08/2025    
28445       610       28/08/2025    I        BEA.SC                             28/08/2025    
29003       610       28/08/2025    I        BEA.SC                             28/08/2025    
8868        610       28/08/2025    I        BEA.SC                             28/08/2025    
29006       610       28/08/2025    I        BEA.SC                             28/08/2025    
29007       610       28/08/2025    I        BEA.SC                             28/08/2025    
36501       610       28/08/2025    I        BEA.SC                             28/08/2025    
36502       610       28/08/2025    I        BEA.SC                             28/08/2025    
36503       610       28/08/2025    I        BEA.SC                             28/08/2025    
36504       610       28/08/2025    I        BEA.SC                             28/08/2025    
36505       610       28/08/2025    I        BEA.SC                             28/08/2025    
36506       610       28/08/2025    I        BEA.SC                             28/08/2025    
36508       610       28/08/2025    I        BEA.SC                             28/08/2025    
36509       610       28/08/2025    I        BEA.SC                             28/08/2025    
36510       610       28/08/2025    I        BEA.SC                             28/08/2025    
36511       610       28/08/2025    I        BEA.SC                             28/08/2025    
36512       610       28/08/2025    I        BEA.SC                             28/08/2025    
13230       721       28/08/2025    I        BEA.SC                             28/08/2025    
32455       631       28/08/2025    I        BEA.SC                             28/08/2025    
36338       631       28/08/2025    I        BEA.SC                             28/08/2025    
36345       631       28/08/2025    I        BEA.SC                             28/08/2025    
36350       631       28/08/2025    I        BEA.SC                             28/08/2025    
32319       656       28/08/2025    I        LUIZ                               28/08/2025    
32320       656       28/08/2025    I        LUIZ                               28/08/2025    
32321       656       28/08/2025    I        LUIZ                               28/08/2025    
32322       656       28/08/2025    I        LUIZ                               28/08/2025    
14177       999911    28/08/2025    I        TIAGOP                             28/08/2025    
12091       999911    28/08/2025    I        TIAGOP                             28/08/2025    
16037       999911    28/08/2025    I        TIAGOP                             28/08/2025    
30001       999911    28/08/2025    I        TIAGOP                             28/08/2025    
30001       999911    28/08/2025    I        TIAGOP                             28/08/2025    
30034       999911    28/08/2025    I        TIAGOP                             28/08/2025    
30034       999911    28/08/2025    I        TIAGOP                             28/08/2025    
30284       999911    28/08/2025    I        TIAGOP                             28/08/2025    
12074       999911    28/08/2025    I        TIAGOP                             28/08/2025    
14070       999911    28/08/2025    I        TIAGOP                             28/08/2025    
16229       999911    28/08/2025    I        TIAGOP                             28/08/2025    
14208       999911    28/08/2025    I        TIAGOP                             28/08/2025    
16269       999911    28/08/2025    I        TIAGOP                             28/08/2025    
12093       999911    28/08/2025    I        TIAGOP                             28/08/2025    
12080       999911    28/08/2025    I        TIAGOP                             28/08/2025    
16245       999911    28/08/2025    I        TIAGOP                             28/08/2025    
406         999911    28/08/2025    I        TIAGOP                             28/08/2025    
16373       999911    28/08/2025    I        TIAGOP                             28/08/2025    
30112       999911    28/08/2025    I        TIAGOP                             28/08/2025    
32255       999911    28/08/2025    I        TIAGOP                             28/08/2025    
30031       999911    28/08/2025    I        TIAGOP                             28/08/2025    
30075       999911    28/08/2025    I        TIAGOP                             28/08/2025    
12082       999911    28/08/2025    I        TIAGOP                             28/08/2025    
16319       999911    28/08/2025    I        TIAGOP                             28/08/2025    
7594        573       28/08/2025    I        BEA.SC                             28/08/2025    
10655       877       28/08/2025    I        BEA.SC                             28/08/2025    
12051       877       28/08/2025    I        BEA.SC                             28/08/2025    
10649       877       28/08/2025    I        BEA.SC                             28/08/2025    
10439       877       28/08/2025    I        BEA.SC                             28/08/2025    
10617       877       28/08/2025    I        BEA.SC                             28/08/2025    
16287       877       28/08/2025    I        BEA.SC                             28/08/2025    
10615       877       28/08/2025    I        BEA.SC                             28/08/2025    
10476       877       28/08/2025    I        BEA.SC                             28/08/2025    
12088       877       28/08/2025    I        BEA.SC                             28/08/2025    
10413       877       28/08/2025    I        BEA.SC                             28/08/2025    
16375       877       28/08/2025    I        BEA.SC                             28/08/2025    
16378       877       28/08/2025    I        BEA.SC                             28/08/2025    
25391       104       28/08/2025    I        BEA.SC                             28/08/2025    
25392       104       28/08/2025    I        BEA.SC                             28/08/2025    
36355       631       28/08/2025    I        BEA.SC                             28/08/2025    
36356       631       28/08/2025    I        BEA.SC                             28/08/2025    
36357       631       28/08/2025    I        BEA.SC                             28/08/2025    
36358       631       28/08/2025    I        BEA.SC                             28/08/2025    
28810       631       28/08/2025    I        BEA.SC                             28/08/2025    
28808       631       28/08/2025    I        BEA.SC                             28/08/2025    
28809       631       28/08/2025    I        BEA.SC                             28/08/2025    
28812       631       28/08/2025    I        BEA.SC                             28/08/2025    
28051       631       28/08/2025    I        BEA.SC                             28/08/2025    
32567       631       28/08/2025    I        BEA.SC                             28/08/2025    
32588       631       28/08/2025    I        BEA.SC                             28/08/2025    
36001       631       28/08/2025    I        BEA.SC                             28/08/2025    
36002       631       28/08/2025    I        BEA.SC                             28/08/2025    
3135        631       28/08/2025    I        BEA.SC                             28/08/2025    
29198       631       28/08/2025    I        BEA.SC                             28/08/2025    
32499       631       28/08/2025    I        BEA.SC                             28/08/2025    
1151        631       28/08/2025    I        BEA.SC                             28/08/2025    
16507       999911    29/08/2025    I        TIAGOP                             29/08/2025    
16507       999911    29/08/2025    I        TIAGOP                             29/08/2025    
16507       999911    29/08/2025    I        TIAGOP                             29/08/2025    
16608       999911    29/08/2025    I        TIAGOP                             29/08/2025    
16552       999911    29/08/2025    I        TIAGOP                             29/08/2025    
16552       999911    29/08/2025    I        TIAGOP                             29/08/2025    
29769       199       29/08/2025    I        BEA.SC                             29/08/2025    
19964       199       29/08/2025    I        BEA.SC                             29/08/2025    
29751       199       29/08/2025    I        BEA.SC                             29/08/2025    
19915       199       29/08/2025    I        BEA.SC                             29/08/2025    
25422       642       29/08/2025    I        BEA.SC                             29/08/2025    
25427       642       29/08/2025    I        BEA.SC                             29/08/2025    
25400       642       29/08/2025    I        BEA.SC                             29/08/2025    
25440       199       29/08/2025    I        BEA.SC                             29/08/2025    
25400       199       29/08/2025    I        BEA.SC                             29/08/2025    
25427       199       29/08/2025    I        BEA.SC                             29/08/2025    
25422       199       29/08/2025    I        BEA.SC                             29/08/2025    
19915       199       29/08/2025    I        BEA.SC                             29/08/2025    
31838       199       29/08/2025    I        BEA.SC                             29/08/2025    
31833       199       29/08/2025    I        BEA.SC                             29/08/2025    
30101       999911    29/08/2025    I        TIAGOP                             29/08/2025    
32379       999911    29/08/2025    I        TIAGOP                             29/08/2025    
17465       200       29/08/2025    I        BEA.SC                             29/08/2025    
32856       200       29/08/2025    I        BEA.SC                             29/08/2025    
32856       200       29/08/2025    I        BEA.SC                             29/08/2025    
31347       200       29/08/2025    I        BEA.SC                             29/08/2025    
31395       200       29/08/2025    I        BEA.SC                             29/08/2025    
31417       200       29/08/2025    I        BEA.SC                             29/08/2025    
31346       200       29/08/2025    I        BEA.SC                             29/08/2025    
31346       200       29/08/2025    I        BEA.SC                             29/08/2025    
33095       200       29/08/2025    I        BEA.SC                             29/08/2025    
29516       200       29/08/2025    I        BEA.SC                             29/08/2025    
15703       200       29/08/2025    I        BEA.SC                             29/08/2025    
31410       200       29/08/2025    I        BEA.SC                             29/08/2025    
33074       200       29/08/2025    I        BEA.SC                             29/08/2025    
25399       199       01/09/2025    I        BEA.SC                             01/09/2025    
25425       199       01/09/2025    I        BEA.SC                             01/09/2025    
19964       199       01/09/2025    I        BEA.SC                             01/09/2025    
19916       199       01/09/2025    I        BEA.SC                             01/09/2025    
19942       199       01/09/2025    I        BEA.SC                             01/09/2025    
7561        8         01/09/2025    I        BEA.SC                             01/09/2025    
36180       8         01/09/2025    I        BEA.SC                             01/09/2025    
17561       199       01/09/2025    I        BEA.SC                             01/09/2025    
25427       199       01/09/2025    I        BEA.SC                             01/09/2025    
17582       199       01/09/2025    I        BEA.SC                             01/09/2025    
17603       199       01/09/2025    I        BEA.SC                             01/09/2025    
17603       199       01/09/2025    I        BEA.SC                             01/09/2025    
17569       199       01/09/2025    I        BEA.SC                             01/09/2025    
17587       199       01/09/2025    I        BEA.SC                             01/09/2025    
17604       199       01/09/2025    I        BEA.SC                             01/09/2025    
17565       199       01/09/2025    I        BEA.SC                             01/09/2025    
17690       199       01/09/2025    I        BEA.SC                             01/09/2025    
25401       199       01/09/2025    I        BEA.SC                             01/09/2025    
25430       199       01/09/2025    I        BEA.SC                             01/09/2025    
17699       199       01/09/2025    I        BEA.SC                             01/09/2025    
25418       199       01/09/2025    I        BEA.SC                             01/09/2025    
17597       199       01/09/2025    I        BEA.SC                             01/09/2025    
17693       199       01/09/2025    I        BEA.SC                             01/09/2025    
17578       199       01/09/2025    I        BEA.SC                             01/09/2025    
17696       199       01/09/2025    I        BEA.SC                             01/09/2025    
17609       199       02/09/2025    I        BEA.SC                             02/09/2025    
29751       199       02/09/2025    I        BEA.SC                             02/09/2025    
19915       199       02/09/2025    I        BEA.SC                             02/09/2025    
31838       199       02/09/2025    I        BEA.SC                             02/09/2025    
25431       199       02/09/2025    I        BEA.SC                             02/09/2025    
25434       199       02/09/2025    I        BEA.SC                             02/09/2025    
1520        199       02/09/2025    I        BEA.SC                             02/09/2025    
17542       199       02/09/2025    I        BEA.SC                             02/09/2025    
1505        199       02/09/2025    I        BEA.SC                             02/09/2025    
17512       199       02/09/2025    I        BEA.SC                             02/09/2025    
29772       199       02/09/2025    I        BEA.SC                             02/09/2025    
29796       199       02/09/2025    I        BEA.SC                             02/09/2025    
5017        199       02/09/2025    I        BEA.SC                             02/09/2025    
5017        199       02/09/2025    I        BEA.SC                             02/09/2025    
19917       199       02/09/2025    I        BEA.SC                             02/09/2025    
19917       199       02/09/2025    I        BEA.SC                             02/09/2025    
19953       199       02/09/2025    I        BEA.SC                             02/09/2025    
19949       199       02/09/2025    I        BEA.SC                             02/09/2025    
29762       199       02/09/2025    I        BEA.SC                             02/09/2025    
19956       199       02/09/2025    I        BEA.SC                             02/09/2025    
19945       199       02/09/2025    I        BEA.SC                             02/09/2025    
19952       199       02/09/2025    I        BEA.SC                             02/09/2025    
32367       407       02/09/2025    I        BEA.SC                             02/09/2025    
32081       407       02/09/2025    I        BEA.SC                             02/09/2025    
29925       407       02/09/2025    I        BEA.SC                             02/09/2025    
15711       407       02/09/2025    I        BEA.SC                             02/09/2025    
25942       407       02/09/2025    I        BEA.SC                             02/09/2025    
29933       407       02/09/2025    I        BEA.SC                             02/09/2025    
22430       8         02/09/2025    I        BEA.SC                             02/09/2025    
22431       8         02/09/2025    I        BEA.SC                             02/09/2025    
22432       8         02/09/2025    I        BEA.SC                             02/09/2025    
7720        407       03/09/2025    I        BEA.SC                             03/09/2025    
29920       407       03/09/2025    I        BEA.SC                             03/09/2025    
29920       407       03/09/2025    I        BEA.SC                             03/09/2025    
7591        407       03/09/2025    I        BEA.SC                             03/09/2025    
31954       407       03/09/2025    I        BEA.SC                             03/09/2025    
7553        407       03/09/2025    I        BEA.SC                             03/09/2025    
32223       407       03/09/2025    I        BEA.SC                             03/09/2025    
25938       407       03/09/2025    I        BEA.SC                             03/09/2025    
29944       407       03/09/2025    I        BEA.SC                             03/09/2025    
7534        407       03/09/2025    I        BEA.SC                             03/09/2025    
36192       407       03/09/2025    I        BEA.SC                             03/09/2025    
31697       407       03/09/2025    I        BEA.SC                             03/09/2025    
7649        407       03/09/2025    I        BEA.SC                             03/09/2025    
31676       407       03/09/2025    I        BEA.SC                             03/09/2025    
29904       407       03/09/2025    I        BEA.SC                             03/09/2025    
7564        407       03/09/2025    I        BEA.SC                             03/09/2025    
29950       407       03/09/2025    I        BEA.SC                             03/09/2025    
29941       407       03/09/2025    I        BEA.SC                             03/09/2025    
29919       407       03/09/2025    I        BEA.SC                             03/09/2025    
29934       407       03/09/2025    I        BEA.SC                             03/09/2025    
15710       407       03/09/2025    I        BEA.SC                             03/09/2025    
29930       630       03/09/2025    I        BEA.SC                             03/09/2025    
29931       630       03/09/2025    I        BEA.SC                             03/09/2025    
19574       407       03/09/2025    I        BEA.SC                             03/09/2025    
19574       630       03/09/2025    I        BEA.SC                             03/09/2025    
19573       630       03/09/2025    I        BEA.SC                             03/09/2025    
25869       870       03/09/2025    I        BEA.SC                             03/09/2025    
25867       870       03/09/2025    I        BEA.SC                             03/09/2025    
25865       870       03/09/2025    I        BEA.SC                             03/09/2025    
25864       870       03/09/2025    I        BEA.SC                             03/09/2025    
25868       870       03/09/2025    I        BEA.SC                             03/09/2025    
25868       870       03/09/2025    I        BEA.SC                             03/09/2025    
31491       870       03/09/2025    I        BEA.SC                             03/09/2025    
31936       870       03/09/2025    I        BEA.SC                             03/09/2025    
30175       739       03/09/2025    I        BEA.SC                             03/09/2025    
30176       739       03/09/2025    I        BEA.SC                             03/09/2025    
30174       739       03/09/2025    I        BEA.SC                             03/09/2025    
30173       739       03/09/2025    I        BEA.SC                             03/09/2025    
25870       898       03/09/2025    I        BEA.SC                             03/09/2025    
29909       890       03/09/2025    I        BEA.SC                             03/09/2025    
31952       890       03/09/2025    I        BEA.SC                             03/09/2025    
32369       890       03/09/2025    I        BEA.SC                             03/09/2025    
25252       195       03/09/2025    I        BEA.SC                             03/09/2025    
23024       200       03/09/2025    I        BEA.SC                             03/09/2025    
32898       379       03/09/2025    I        BEA.SC                             03/09/2025    
2619        379       03/09/2025    I        BEA.SC                             03/09/2025    
17465       379       03/09/2025    I        BEA.SC                             03/09/2025    
