NUPATRIM    NUPROJ    DTMOVI      FLMOV    USUARIO                            DTOPERACAO    
32853       379       20/08/2025    I        BEA.SC                             20/08/2025    
33018       379       20/08/2025    I        BEA.SC                             20/08/2025    
33024       379       20/08/2025    I        BEA.SC                             20/08/2025    
19500       379       20/08/2025    I        BEA.SC                             20/08/2025    
33027       379       20/08/2025    I        BEA.SC                             20/08/2025    
33038       379       20/08/2025    I        BEA.SC                             20/08/2025    
33043       379       20/08/2025    I        BEA.SC                             20/08/2025    
32566       610       21/08/2025    I        BEA.SC                             21/08/2025    
32566       610       21/08/2025    I        BEA.SC                             21/08/2025    
29021       610       21/08/2025    I        BEA.SC                             21/08/2025    
29023       610       21/08/2025    I        BEA.SC                             21/08/2025    
36360       631       21/08/2025    I        BEA.SC                             21/08/2025    
36360       631       21/08/2025    I        BEA.SC                             21/08/2025    
36359       631       21/08/2025    I        BEA.SC                             21/08/2025    
36194       920       21/08/2025    I        BEA.SC                             21/08/2025    
14008       920       21/08/2025    I        BEA.SC                             21/08/2025    
14019       920       21/08/2025    I        BEA.SC                             21/08/2025    
31889       999911    21/08/2025    I        TIAGOP                             21/08/2025    
7565        589       21/08/2025    I        BEA.SC                             21/08/2025    
843         8         21/08/2025    I        TIAGOP                             21/08/2025    
10308       999911    21/08/2025    I        TIAGOP                             21/08/2025    
10276       999911    21/08/2025    I        TIAGOP                             21/08/2025    
31684       999911    21/08/2025    I        TIAGOP                             21/08/2025    
31890       999911    21/08/2025    I        TIAGOP                             21/08/2025    
31893       999911    21/08/2025    I        TIAGOP                             21/08/2025    
31894       999911    21/08/2025    I        TIAGOP                             21/08/2025    
31895       999911    21/08/2025    I        TIAGOP                             21/08/2025    
31896       999911    21/08/2025    I        TIAGOP                             21/08/2025    
31897       999911    21/08/2025    I        TIAGOP                             21/08/2025    
10250       999911    21/08/2025    I        TIAGOP                             21/08/2025    
10251       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32028       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32029       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32030       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32031       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32032       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32033       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32034       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32037       999911    21/08/2025    I        TIAGOP                             21/08/2025    
10096       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32035       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32084       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32085       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32086       999911    21/08/2025    I        TIAGOP                             21/08/2025    
10095       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32087       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32088       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32089       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32090       999911    21/08/2025    I        TIAGOP                             21/08/2025    
10042       999911    21/08/2025    I        TIAGOP                             21/08/2025    
10253       999911    21/08/2025    I        TIAGOP                             21/08/2025    
10254       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32091       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32093       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32093       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32095       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32096       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32206       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32216       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32217       999911    21/08/2025    I        TIAGOP                             21/08/2025    
10031       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32036       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32209       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32210       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32218       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32201       999911    21/08/2025    I        TIAGOP                             21/08/2025    
10100       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32202       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32204       999911    21/08/2025    I        TIAGOP                             21/08/2025    
10102       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32193       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32193       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32194       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32200       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32203       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32097       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32098       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32195       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32196       999911    21/08/2025    I        TIAGOP                             21/08/2025    
10145       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32099       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32100       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32102       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32102       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32103       999911    21/08/2025    I        TIAGOP                             21/08/2025    
10035       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32092       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32094       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32094       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32105       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32120       999911    21/08/2025    I        TIAGOP                             21/08/2025    
10043       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32104       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32107       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32108       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32109       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32106       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32113       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32113       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32114       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32115       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32116       999911    21/08/2025    I        TIAGOP                             21/08/2025    
10029       999911    21/08/2025    I        TIAGOP                             21/08/2025    
32110       999911    21/08/2025    I        TIAGOP                             21/08/2025    
25166       200       21/08/2025    I        BEA.SC                             21/08/2025    
32198       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32199       999911    22/08/2025    I        TIAGOP                             22/08/2025    
10036       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32117       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32121       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32197       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32211       999911    22/08/2025    I        TIAGOP                             22/08/2025    
10039       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32119       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32153       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32154       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32155       999911    22/08/2025    I        TIAGOP                             22/08/2025    
10041       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32118       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32118       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32148       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32149       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32192       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32112       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32207       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32208       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32219       999911    22/08/2025    I        TIAGOP                             22/08/2025    
10046       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32125       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32158       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32160       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32161       999911    22/08/2025    I        TIAGOP                             22/08/2025    
10034       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32156       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32156       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32179       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32190       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32191       999911    22/08/2025    I        TIAGOP                             22/08/2025    
10274       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32145       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32157       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32162       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32181       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32180       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32182       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32183       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32185       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32159       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32163       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32164       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32165       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32176       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32127       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32128       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32131       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32186       999911    22/08/2025    I        TIAGOP                             22/08/2025    
10037       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32177       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32178       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32187       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32212       999911    22/08/2025    I        TIAGOP                             22/08/2025    
10099       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32144       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32168       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32213       999911    22/08/2025    I        TIAGOP                             22/08/2025    
10090       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32136       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32137       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32139       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32172       999911    22/08/2025    I        TIAGOP                             22/08/2025    
10098       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32122       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32140       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32166       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32174       999911    22/08/2025    I        TIAGOP                             22/08/2025    
32152       999911    22/08/2025    I        TIAGOP                             22/08/2025    
10045       999911    22/08/2025    I        TIAGOP                             22/08/2025    
10045       999911    22/08/2025    I        TIAGOP                             22/08/2025    
36631       888       22/08/2025    I        BEA.SC                             22/08/2025    
36238       736       22/08/2025    I        BEA.SC                             22/08/2025    
22414       8         22/08/2025    I        LUIZ                               22/08/2025    
22422       8         22/08/2025    I        LUIZ                               22/08/2025    
17783       920       22/08/2025    I        LUIZ                               22/08/2025    
22420       530       22/08/2025    I        LUIZ                               22/08/2025    
19213       530       22/08/2025    I        LUIZ                               22/08/2025    
17805       197       22/08/2025    I        LUIZ                               22/08/2025    
17804       197       22/08/2025    I        LUIZ                               22/08/2025    
17801       199       22/08/2025    I        LUIZ                               22/08/2025    
17795       199       22/08/2025    I        LUIZ                               22/08/2025    
17807       721       22/08/2025    I        LUIZ                               22/08/2025    
17807       721       22/08/2025    I        LUIZ                               22/08/2025    
17786       750       22/08/2025    I        LUIZ                               22/08/2025    
17791       200       22/08/2025    I        LUIZ                               22/08/2025    
17791       200       22/08/2025    I        LUIZ                               22/08/2025    
17797       200       22/08/2025    I        LUIZ                               22/08/2025    
17797       200       22/08/2025    I        LUIZ                               22/08/2025    
17799       200       22/08/2025    I        LUIZ                               22/08/2025    
17799       200       22/08/2025    I        LUIZ                               22/08/2025    
17789       407       22/08/2025    I        LUIZ                               22/08/2025    
17800       570       22/08/2025    I        LUIZ                               22/08/2025    
13996       888       22/08/2025    I        BEA.SC                             22/08/2025    
17785       8         22/08/2025    I        LUIZ                               22/08/2025    
17787       8         22/08/2025    I        LUIZ                               22/08/2025    
13970       773       22/08/2025    I        BEA.SC                             22/08/2025    
17787       8         22/08/2025    I        LUIZ                               22/08/2025    
17788       8         22/08/2025    I        LUIZ                               22/08/2025    
17808       8         22/08/2025    I        LUIZ                               22/08/2025    
31672       813       22/08/2025    I        BEA.SC                             22/08/2025    
15850       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15853       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15853       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15856       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15857       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15858       999911    22/08/2025    I        TIAGOP                             22/08/2025    
22423       8         22/08/2025    I        BEA.SC                             22/08/2025    
15860       999911    22/08/2025    I        TIAGOP                             22/08/2025    
22423       8         22/08/2025    I        BEA.SC                             22/08/2025    
15861       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15862       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15863       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15864       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15865       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15866       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15867       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15868       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15869       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15870       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15871       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15872       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15873       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15874       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15875       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15876       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15877       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15878       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15879       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15880       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15881       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15882       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15883       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15884       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15884       999911    22/08/2025    I        TIAGOP                             22/08/2025    
25584       812       22/08/2025    I        LUIZ                               22/08/2025    
15885       999911    22/08/2025    I        TIAGOP                             22/08/2025    
25764       812       22/08/2025    I        LUIZ                               22/08/2025    
15886       999911    22/08/2025    I        TIAGOP                             22/08/2025    
25778       812       22/08/2025    I        LUIZ                               22/08/2025    
15887       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15888       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15889       999911    22/08/2025    I        TIAGOP                             22/08/2025    
25653       812       22/08/2025    I        LUIZ                               22/08/2025    
15890       999911    22/08/2025    I        TIAGOP                             22/08/2025    
25653       812       22/08/2025    I        LUIZ                               22/08/2025    
15891       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15892       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15894       999911    22/08/2025    I        TIAGOP                             22/08/2025    
25781       812       22/08/2025    I        LUIZ                               22/08/2025    
15895       999911    22/08/2025    I        TIAGOP                             22/08/2025    
25602       812       22/08/2025    I        LUIZ                               22/08/2025    
25779       812       22/08/2025    I        LUIZ                               22/08/2025    
15896       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15897       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15898       999911    22/08/2025    I        TIAGOP                             22/08/2025    
25624       812       22/08/2025    I        LUIZ                               22/08/2025    
25751       812       22/08/2025    I        LUIZ                               22/08/2025    
15898       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15899       999911    22/08/2025    I        TIAGOP                             22/08/2025    
25597       812       22/08/2025    I        LUIZ                               22/08/2025    
25598       812       22/08/2025    I        LUIZ                               22/08/2025    
15900       999911    22/08/2025    I        TIAGOP                             22/08/2025    
25586       812       22/08/2025    I        LUIZ                               22/08/2025    
15901       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15902       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15904       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15907       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15910       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15911       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15914       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15921       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15922       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15923       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15924       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15925       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15927       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15928       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15928       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15929       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15931       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15932       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15933       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15933       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15934       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15935       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15936       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15938       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15939       999911    22/08/2025    I        TIAGOP                             22/08/2025    
17510       999911    22/08/2025    I        TIAGOP                             22/08/2025    
17511       999911    22/08/2025    I        TIAGOP                             22/08/2025    
19287       999911    22/08/2025    I        TIAGOP                             22/08/2025    
15937       999911    22/08/2025    I        TIAGOP                             22/08/2025    
19288       999911    22/08/2025    I        TIAGOP                             22/08/2025    
19289       999911    22/08/2025    I        TIAGOP                             22/08/2025    
19290       999911    22/08/2025    I        TIAGOP                             22/08/2025    
19325       999911    22/08/2025    I        TIAGOP                             22/08/2025    
19326       999911    22/08/2025    I        TIAGOP                             22/08/2025    
19327       999911    22/08/2025    I        TIAGOP                             22/08/2025    
19328       999911    22/08/2025    I        TIAGOP                             22/08/2025    
37042       736       25/08/2025    I        BEA.SC                             25/08/2025    
36884       736       25/08/2025    I        BEA.SC                             25/08/2025    
36869       736       25/08/2025    I        BEA.SC                             25/08/2025    
36074       648       25/08/2025    I        BEA.SC                             25/08/2025    
36367       648       25/08/2025    I        BEA.SC                             25/08/2025    
33246       648       25/08/2025    I        BEA.SC                             25/08/2025    
32438       648       25/08/2025    I        BEA.SC                             25/08/2025    
32451       648       25/08/2025    I        BEA.SC                             25/08/2025    
32553       648       25/08/2025    I        BEA.SC                             25/08/2025    
35864       648       25/08/2025    I        BEA.SC                             25/08/2025    
36072       648       25/08/2025    I        BEA.SC                             25/08/2025    
36870       773       25/08/2025    I        BEA.SC                             25/08/2025    
14638       773       25/08/2025    I        BEA.SC                             25/08/2025    
36887       773       25/08/2025    I        BEA.SC                             25/08/2025    
28900       773       25/08/2025    I        BEA.SC                             25/08/2025    
36867       773       25/08/2025    I        BEA.SC                             25/08/2025    
36891       888       25/08/2025    I        BEA.SC                             25/08/2025    
36871       888       25/08/2025    I        BEA.SC                             25/08/2025    
36872       888       25/08/2025    I        BEA.SC                             25/08/2025    
36888       888       25/08/2025    I        BEA.SC                             25/08/2025    
36866       889       25/08/2025    I        BEA.SC                             25/08/2025    
36860       889       25/08/2025    I        BEA.SC                             25/08/2025    
36865       889       25/08/2025    I        BEA.SC                             25/08/2025    
36861       889       25/08/2025    I        BEA.SC                             25/08/2025    
36862       889       25/08/2025    I        BEA.SC                             25/08/2025    
36863       889       25/08/2025    I        BEA.SC                             25/08/2025    
36864       889       25/08/2025    I        BEA.SC                             25/08/2025    
36084       889       25/08/2025    I        BEA.SC                             25/08/2025    
36882       889       25/08/2025    I        BEA.SC                             25/08/2025    
14586       889       25/08/2025    I        BEA.SC                             25/08/2025    
14585       889       25/08/2025    I        BEA.SC                             25/08/2025    
36876       889       25/08/2025    I        BEA.SC                             25/08/2025    
36880       889       25/08/2025    I        BEA.SC                             25/08/2025    
33202       610       25/08/2025    I        BEA.SC                             25/08/2025    
36890       610       25/08/2025    I        BEA.SC                             25/08/2025    
32489       610       25/08/2025    I        BEA.SC                             25/08/2025    
36885       631       25/08/2025    I        BEA.SC                             25/08/2025    
32401       631       25/08/2025    I        BEA.SC                             25/08/2025    
29069       631       25/08/2025    I        BEA.SC                             25/08/2025    
36873       631       25/08/2025    I        BEA.SC                             25/08/2025    
36868       631       25/08/2025    I        BEA.SC                             25/08/2025    
36874       631       25/08/2025    I        BEA.SC                             25/08/2025    
36875       631       25/08/2025    I        BEA.SC                             25/08/2025    
10241       999911    26/08/2025    I        TIAGOP                             26/08/2025    
19286       999911    26/08/2025    I        TIAGOP                             26/08/2025    
30101       999911    26/08/2025    I        TIAGOP                             26/08/2025    
8686        999911    26/08/2025    I        TIAGOP                             26/08/2025    
8683        999911    26/08/2025    I        TIAGOP                             26/08/2025    
13982       999911    26/08/2025    I        TIAGOP                             26/08/2025    
8588        999911    26/08/2025    I        TIAGOP                             26/08/2025    
13981       999911    26/08/2025    I        TIAGOP                             26/08/2025    
19550       999911    26/08/2025    I        TIAGOP                             26/08/2025    
25792       999911    26/08/2025    I        TIAGOP                             26/08/2025    
32995       999911    26/08/2025    I        TIAGOP                             26/08/2025    
8605        999911    26/08/2025    I        TIAGOP                             26/08/2025    
17459       999911    26/08/2025    I        TIAGOP                             26/08/2025    
32379       999911    26/08/2025    I        TIAGOP                             26/08/2025    
32994       999911    26/08/2025    I        TIAGOP                             26/08/2025    
25793       999911    26/08/2025    I        TIAGOP                             26/08/2025    
10326       999911    26/08/2025    I        TIAGOP                             26/08/2025    
25784       999911    26/08/2025    I        TIAGOP                             26/08/2025    
13993       999911    26/08/2025    I        TIAGOP                             26/08/2025    
4445        999911    26/08/2025    I        TIAGOP                             26/08/2025    
19558       999911    26/08/2025    I        TIAGOP                             26/08/2025    
19558       999911    26/08/2025    I        TIAGOP                             26/08/2025    
25786       999911    26/08/2025    I        TIAGOP                             26/08/2025    
30058       999911    26/08/2025    I        TIAGOP                             26/08/2025    
8594        999911    26/08/2025    I        TIAGOP                             26/08/2025    
5587        999911    26/08/2025    I        TIAGOP                             26/08/2025    
13918       999911    26/08/2025    I        TIAGOP                             26/08/2025    
36119       999911    26/08/2025    I        TIAGOP                             26/08/2025    
32371       999911    26/08/2025    I        TIAGOP                             26/08/2025    
14105       999911    26/08/2025    I        TIAGOP                             26/08/2025    
13944       999911    26/08/2025    I        TIAGOP                             26/08/2025    
32141       999911    26/08/2025    I        TIAGOP                             26/08/2025    
13938       999911    26/08/2025    I        TIAGOP                             26/08/2025    
32366       999911    26/08/2025    I        TIAGOP                             26/08/2025    
29701       545       26/08/2025    I        LUIZ                               26/08/2025    
13939       999911    26/08/2025    I        TIAGOP                             26/08/2025    
29983       8         26/08/2025    I        LUIZ                               26/08/2025    
29988       8         26/08/2025    I        LUIZ                               26/08/2025    
14106       999911    26/08/2025    I        TIAGOP                             26/08/2025    
29991       8         26/08/2025    I        LUIZ                               26/08/2025    
29998       545       26/08/2025    I        LUIZ                               26/08/2025    
15940       999911    26/08/2025    I        TIAGOP                             26/08/2025    
31851       8         26/08/2025    I        LUIZ                               26/08/2025    
15940       999911    26/08/2025    I        TIAGOP                             26/08/2025    
32378       999911    26/08/2025    I        TIAGOP                             26/08/2025    
10308       999911    26/08/2025    I        TIAGOP                             26/08/2025    
13867       999911    26/08/2025    I        TIAGOP                             26/08/2025    
15941       999911    26/08/2025    I        TIAGOP                             26/08/2025    
30056       999911    26/08/2025    I        TIAGOP                             26/08/2025    
25166       200       26/08/2025    I        BEA.SC                             26/08/2025    
30095       530       26/08/2025    I        BEA.SC                             26/08/2025    
30096       530       26/08/2025    I        BEA.SC                             26/08/2025    
30097       530       26/08/2025    I        BEA.SC                             26/08/2025    
30105       530       26/08/2025    I        BEA.SC                             26/08/2025    
30105       530       26/08/2025    I        BEA.SC                             26/08/2025    
30106       530       26/08/2025    I        BEA.SC                             26/08/2025    
30107       530       26/08/2025    I        BEA.SC                             26/08/2025    
30108       530       26/08/2025    I        BEA.SC                             26/08/2025    
30109       530       26/08/2025    I        BEA.SC                             26/08/2025    
30110       530       26/08/2025    I        BEA.SC                             26/08/2025    
5607        8         26/08/2025    I        BEA.SC                             26/08/2025    
5607        8         26/08/2025    I        BEA.SC                             26/08/2025    
30114       8         26/08/2025    I        BEA.SC                             26/08/2025    
7714        530       26/08/2025    I        BEA.SC                             26/08/2025    
25516       665       26/08/2025    I        BEA.SC                             26/08/2025    
25508       665       26/08/2025    I        BEA.SC                             26/08/2025    
36251       379       26/08/2025    I        BEA.SC                             26/08/2025    
13225       750       26/08/2025    I        LUIZ                               26/08/2025    
13225       750       26/08/2025    I        LUIZ                               26/08/2025    
13225       750       26/08/2025    I        BEA.SC                             26/08/2025    
19443       195       26/08/2025    I        LUIZ                               26/08/2025    
25333       195       26/08/2025    I        LUIZ                               26/08/2025    
5592        195       26/08/2025    I        LUIZ                               26/08/2025    
7654        195       26/08/2025    I        LUIZ                               26/08/2025    
8980        197       26/08/2025    I        BEA.SC                             26/08/2025    
10327       812       26/08/2025    I        BEA.SC                             26/08/2025    
36171       197       26/08/2025    I        BEA.SC                             26/08/2025    
111111      8         26/08/2025    I        BEA.SC                             26/08/2025    
8620        999911    27/08/2025    I        TIAGOP                             27/08/2025    
23023       377       27/08/2025    I        BEA.SC                             27/08/2025    
23023       377       27/08/2025    I        BEA.SC                             27/08/2025    
23001       377       27/08/2025    I        BEA.SC                             27/08/2025    
23002       379       27/08/2025    I        BEA.SC                             27/08/2025    
23003       379       27/08/2025    I        BEA.SC                             27/08/2025    
23003       379       27/08/2025    I        BEA.SC                             27/08/2025    
23003       379       27/08/2025    I        BEA.SC                             27/08/2025    
23004       379       27/08/2025    I        BEA.SC                             27/08/2025    
23005       379       27/08/2025    I        BEA.SC                             27/08/2025    
23006       379       27/08/2025    I        BEA.SC                             27/08/2025    
23007       379       27/08/2025    I        BEA.SC                             27/08/2025    
23008       379       27/08/2025    I        BEA.SC                             27/08/2025    
23009       379       27/08/2025    I        BEA.SC                             27/08/2025    
23010       379       27/08/2025    I        BEA.SC                             27/08/2025    
23011       379       27/08/2025    I        BEA.SC                             27/08/2025    
23012       379       27/08/2025    I        BEA.SC                             27/08/2025    
23013       379       27/08/2025    I        BEA.SC                             27/08/2025    
23014       379       27/08/2025    I        BEA.SC                             27/08/2025    
23018       379       27/08/2025    I        BEA.SC                             27/08/2025    
23015       379       27/08/2025    I        BEA.SC                             27/08/2025    
23016       379       27/08/2025    I        BEA.SC                             27/08/2025    
23017       379       27/08/2025    I        BEA.SC                             27/08/2025    
23019       379       27/08/2025    I        BEA.SC                             27/08/2025    
23020       379       27/08/2025    I        BEA.SC                             27/08/2025    
23021       379       27/08/2025    I        BEA.SC                             27/08/2025    
23022       379       27/08/2025    I        BEA.SC                             27/08/2025    
25888       197       27/08/2025    I        BEA.SC                             27/08/2025    
29387       197       27/08/2025    I        BEA.SC                             27/08/2025    
