NUSEQPATR	NUPATRIMONIO	DEPATRIMONIO	CDPROJETO	CDLOCAL	CODOBJETO	CDMATRFUNCIONARIO	SITUACAO	DTAQUISICAO	DTBAIXA	USUARIO	DTOPERACAO
826	5010	EXTINTOR DE INCÊNCIO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-19
827	5011	EXTINTOR DE INCÊNCIO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-19
828	5012	LIXEIRO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
829	5013	MOUSE	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
830	5014	MOUSE	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
831	5015	MOUSE	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
832	5016	PROTETOR DE AR CONDICIONADO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
834	5018	PROTETOR DE AR CONDICIONADO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
836	5020	TRENA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-19
837	5021	GRAMPEADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-19
838	5022	MOUSE	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
839	5023	EXTINTOR DE INCÊNCIO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-19
840	5024	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
841	5025	EXTINTOR DE INCÊNCIO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-19
842	5026	MOUSE	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
843	5028	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
844	5029	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
845	5030	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
846	5031	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
847	5032	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
848	5033	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
849	5034	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
851	5037	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
852	5038	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
853	5039	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
854	5040	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
855	5041	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
856	5042	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
857	5043	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
858	5044	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
859	5045	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
860	5046	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
861	5047	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
862	5048	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
863	5049	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
864	5050	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
865	5051	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
866	5052	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
867	5053	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
868	5054	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
869	5055	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
870	5056	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
871	5057	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
872	5058	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
873	5059	TRANSFORMADOR DE VOLTAGEM	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
874	5060	ARMARIO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
875	5061	SUPORTE PARA P	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
876	5062	SUPORTE PARA P	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
877	5063	SUPORTE PARA P	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
878	5064	SUPORTE PARA P	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
879	5065	SUPORTE PARA P	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
880	5066	SUPORTE PARA P	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
881	5067	SUPORTE PARA P	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
882	5068	SUPORTE PARA P	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
883	5069	SUPORTE PARA P	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
884	5070	SUPORTE PARA P	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
885	5071	LIXEIRO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
886	5072	LIXEIRO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
887	5073	LIXEIRO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
888	5074	LIXEIRO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
889	5075	LIXEIRO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
890	5076	LIXEIRO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
891	5077	LIXEIRO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
892	5078	LIXEIRO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
893	5079	LIXEIRO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
894	5080	MOUSE	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
895	5081	MOUSE	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
896	5082	MOUSE	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
897	5083	LIXEIRO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
898	5084	LIXEIRO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
899	5085	MOUSE	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
900	5086	CAIXA DE SOM	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
901	5087	LIXEIRO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
902	5088	MINI ARQUIVO	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
903	5089	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
904	5090	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
905	5091	MOUSE	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
906	5092	ESCADA	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
907	5093	LIXEIRO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
908	5094	CAIXA DE SOM	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
909	5095	SUPORTE P/ BOBINA PAPEL EMPACO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
910	5096	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
911	5097	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
912	5098	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
913	5099	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
914	5100	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
915	5101	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
916	5102	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
917	5103	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
918	5104	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
919	5105	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
920	5106	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
921	5107	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
922	5108	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
923	5109	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
924	5110	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
925	5111	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
926	5112	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
927	5114	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
928	5115	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
929	5116	HEAD SET	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
930	5117	PIA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
931	5118	RELàGIO DE PAREDE	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
932	5119	FICHÁRIO DE AÇO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-19
933	5120	EXTINTOR DE INCÊNCIO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-19
934	5121	EXTINTOR DE INCÒNDIO HIDROGÒNI	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
935	5122	EXTINTOR DE INCÊNCIO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-19
936	5123	TURBO CIRCULADOR	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
937	5124	FICHÁRIO DE AÇO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-19
938	5125	ARQUIVO DE A€O	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
939	5126	FICHÁRIO DE AÇO	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
940	5127	LIXEIRO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
941	5128	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
942	5129	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
943	5130	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
944	5131	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
945	5132	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
946	5133	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
947	5134	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
948	5135	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
949	5136	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
950	5137	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
951	5138	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
952	5139	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
953	22502	CADEIRA VERMELHA	8	530	1263	133838	EM USO	NULL	NULL	BEA.SC	2025-10-21
954	6817	ESTABILIZADOR ELETRONICO MICROPROSESSADO	8	530	NULL	133838	BAIXA	2010-05-27	NULL	BEA.SC	2025-11-28
955	17483	PATRIMôNIO 17483 (IMPORTADO)	8	530	NULL	133838	EM USO	NULL	NULL	SISTEMA	2025-11-28
956	5140	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
957	5141	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
958	5142	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
959	5143	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
960	5144	MESA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
961	5145	BALCAO	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
962	5146	MESA DE DIGITAÇÃO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
963	5147	ESTANTE DE A€O	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-22
964	5148	LAVA JATO	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
965	5149	APARELHO CELULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
966	5151	APARELHO CELULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
967	5152	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
968	5153	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
969	5161	BAé	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
970	5162	APARELHO CELULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
971	5163	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
972	5165	TECLADO PARA MICROCOMPUTADOR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
973	5166	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
974	5167	MOUSE	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
975	5168	MOUSE	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
976	5169	MOUSE	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
977	5170	MOUSE	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
978	5171	MOUSE	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
979	5172	MOUSE	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
980	5173	MOUSE	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
981	5174	FILTRO DE LINHA	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
982	5175	TRANSFORMADOR DE VOLTAGEM	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
983	5176	TRANSFORMADOR DE VOLTAGEM	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
984	5177	MÓDULO	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
985	5178	MÓDULO	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
986	5180	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
987	5181	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
988	5182	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
989	5183	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
990	5185	LUXÖMETRO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-19
991	5186	DECIBELÖMETRO	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
992	5187	CAIXA DE SOM	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
993	5188	CAIXA DE SOM	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
994	5190	EXTINTOR DE INCÊNCIO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-19
995	5191	FOGÃO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
996	5192	MÓDULO	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
997	5193	REFRIGERADOR	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
998	5194	BALCAO	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
999	5195	MESA DE DIGITAÇÃO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
1000	5196	MESA PARA IMPRESSORA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-10
1001	5207	MµQUINA DE ESCREVER	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
1002	5208	LIXEIRO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1003	5209	ESCADA DE ABRIR	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
1004	5210	ARMÁRIO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
1005	5211	FURADOR DE PAPEL	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-19
1006	5212	CAIXA DE SOM	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
1007	5213	CENTRAL TELEFÔNICA	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
1008	5214	EXTINTOR DE INCÊNCIO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-19
1009	5215	CADEIRA TUBULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1010	5216	CADEIRA TUBULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1011	5217	CADEIRA TUBULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1012	5218	CADEIRA TUBULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1013	5219	CADEIRA TUBULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1014	5220	CADEIRA TUBULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1015	5221	CADEIRA TUBULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1016	5222	CADEIRA TUBULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1017	5223	CADEIRA TUBULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1018	5224	CADEIRA TUBULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1019	5225	CADEIRA TUBULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1020	5226	CADEIRA TUBULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1021	5227	CADEIRA TUBULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1022	5228	CADEIRA TUBULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1023	5229	CADEIRA TUBULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1024	5230	CADEIRA TUBULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1025	5231	CADEIRA TUBULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1026	5232	CADEIRA TUBULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1027	5233	CADEIRA TUBULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1028	5234	CADEIRA TUBULAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1029	5235	CAIXA DE SOM	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
1030	5236	CAIXA DE SOM	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
1031	5237	CAIXA DE SOM	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
1032	5238	CAIXA DE SOM	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-03
1033	5239	VASO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
1034	5240	VASO	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-11
1035	5241	CADEIRA VERMELHA	8	530	NULL	133838	EM USO	2011-12-11	NULL	BEA.SC	2025-12-02
1036	5242	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1037	5243	CADEIRA VERMELHA	8	530	NULL	133838	Á DISPOSIÇÃO	2011-12-11	NULL	BEA.SC	2025-12-01
1038	5244	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1039	5245	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1040	5246	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1041	5247	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1042	5248	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1043	5249	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1044	5250	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1045	5251	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1046	5252	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1047	5253	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1048	5254	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1049	5255	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1050	5256	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1051	5257	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1052	5258	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1053	5259	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1054	5260	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1055	5261	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1056	5262	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1057	5263	CADEIRA	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-12
1058	5264	CARTEIRA ESCOLAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1059	5265	CARTEIRA ESCOLAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1060	5266	CARTEIRA ESCOLAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1061	5267	CARTEIRA ESCOLAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1062	5268	CARTEIRA ESCOLAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1063	5269	CARTEIRA ESCOLAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1064	5270	CARTEIRA ESCOLAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1065	5271	CARTEIRA ESCOLAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
1066	5272	CARTEIRA ESCOLAR	8	530	NULL	133838	BAIXA	2011-12-11	NULL	BEA.SC	2025-12-15
