NUPATR	CODPROJ	DTMOVI	TIPO	USUARIO	DTOPERACAO
10029	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10031	999915	2025-08-21 00:00:00	INCLUSAO	TIAGOP	2025-08-21 00:00:00
10031	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10034	999915	2025-08-22 00:00:00	INCLUSAO	TIAGOP	2025-08-22 00:00:00
10034	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10034	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10035	999915	2025-08-21 00:00:00	INCLUSAO	TIAGOP	2025-08-21 00:00:00
10035	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10035	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10036	999915	2025-08-22 00:00:00	INCLUSAO	TIAGOP	2025-08-22 00:00:00
10036	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10037	999915	2025-08-22 00:00:00	INCLUSAO	TIAGOP	2025-08-22 00:00:00
10037	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10039	999915	2025-08-22 00:00:00	INCLUSAO	TIAGOP	2025-08-22 00:00:00
10039	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10041	999915	2025-08-22 00:00:00	INCLUSAO	TIAGOP	2025-08-22 00:00:00
10041	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10042	999915	2025-08-21 00:00:00	INCLUSAO	TIAGOP	2025-08-21 00:00:00
10042	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10043	999915	2025-08-21 00:00:00	INCLUSAO	TIAGOP	2025-08-21 00:00:00
10043	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10045	999915	2025-08-22 00:00:00	INCLUSAO	TIAGOP	2025-08-22 00:00:00
10045	999915	2025-08-22 00:00:00	INCLUSAO	TIAGOP	2025-08-22 00:00:00
10045	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10046	999915	2025-08-22 00:00:00	INCLUSAO	TIAGOP	2025-08-22 00:00:00
10046	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10054	920	2025-09-05 00:00:00	INCLUSAO	BEA.SC	2025-09-05 00:00:00
10054	920	2025-09-05 00:00:00	INCLUSAO	BEA.SC	2025-09-05 00:00:00
10090	999915	2025-08-22 00:00:00	INCLUSAO	TIAGOP	2025-08-22 00:00:00
10090	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10095	999915	2025-08-21 00:00:00	INCLUSAO	TIAGOP	2025-08-21 00:00:00
10095	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10096	999915	2025-08-21 00:00:00	INCLUSAO	TIAGOP	2025-08-21 00:00:00
10096	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10098	999915	2025-08-22 00:00:00	INCLUSAO	TIAGOP	2025-08-22 00:00:00
10099	999915	2025-08-22 00:00:00	INCLUSAO	TIAGOP	2025-08-22 00:00:00
10099	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10100	999915	2025-08-21 00:00:00	INCLUSAO	TIAGOP	2025-08-21 00:00:00
10100	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10102	999915	2025-08-21 00:00:00	INCLUSAO	TIAGOP	2025-08-21 00:00:00
10102	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10126	920	2025-09-05 00:00:00	INCLUSAO	BEA.SC	2025-09-05 00:00:00
10126	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10145	999915	2025-08-21 00:00:00	INCLUSAO	TIAGOP	2025-08-21 00:00:00
10145	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10147	8	2025-10-29 00:00:00	INCLUSAO	BEA.SC	2025-10-29 00:00:00
10164	917	2025-09-05 00:00:00	INCLUSAO	BEA.SC	2025-09-05 00:00:00
10167	999915	2025-11-07 00:00:00	INCLUSAO	TIAGOP	2025-11-07 00:00:00
10193	379	2025-09-04 00:00:00	INCLUSAO	BEA.SC	2025-09-04 00:00:00
10216	999915	2025-11-21 00:00:00	INCLUSAO	TIAGOP	2025-11-21 00:00:00
10218	999915	2025-07-28 00:00:00	INCLUSAO	TIAGOP	2025-07-28 00:00:00
10218	999915	2025-07-28 00:00:00	INCLUSAO	TIAGOP	2025-07-28 00:00:00
10218	999915	2025-09-23 00:00:00	INCLUSAO	TIAGOP	2025-09-23 00:00:00
10218	999915	2025-10-22 00:00:00	INCLUSAO	TIAGOP	2025-10-22 00:00:00
10222	917	2025-08-13 00:00:00	INCLUSAO	TIAGOP	2025-08-13 00:00:00
10226	999915	2025-10-27 00:00:00	INCLUSAO	TIAGOP	2025-10-27 00:00:00
10226	999915	2025-10-27 00:00:00	INCLUSAO	TIAGOP	2025-10-27 00:00:00
10226	999915	2025-10-27 00:00:00	INCLUSAO	TIAGOP	2025-10-27 00:00:00
10231	882	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
10234	999915	2025-08-27 00:00:00	INCLUSAO	TIAGOP	2025-08-27 00:00:00
10234	999915	2025-09-29 00:00:00	INCLUSAO	TIAGOP	2025-09-29 00:00:00
10237	882	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
10238	882	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
10241	999915	2025-08-26 00:00:00	INCLUSAO	TIAGOP	2025-08-26 00:00:00
10242	878	2025-11-11 00:00:00	INCLUSAO	BEA.SC	2025-11-11 00:00:00
10242	878	2025-11-11 00:00:00	INCLUSAO	BEA.SC	2025-11-11 00:00:00
10244	999915	2025-07-28 00:00:00	INCLUSAO	TIAGOP	2025-07-28 00:00:00
10244	999915	2025-08-13 00:00:00	INCLUSAO	TIAGOP	2025-08-13 00:00:00
10244	999915	2025-09-25 00:00:00	INCLUSAO	TIAGOP	2025-09-25 00:00:00
10244	999915	2025-10-22 00:00:00	INCLUSAO	TIAGOP	2025-10-22 00:00:00
10250	999915	2025-08-21 00:00:00	INCLUSAO	TIAGOP	2025-08-21 00:00:00
10251	999915	2025-08-21 00:00:00	INCLUSAO	TIAGOP	2025-08-21 00:00:00
10251	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10253	999915	2025-08-21 00:00:00	INCLUSAO	TIAGOP	2025-08-21 00:00:00
10253	999915	2025-09-30 00:00:00	INCLUSAO	TIAGOP	2025-09-30 00:00:00
10254	999915	2025-08-21 00:00:00	INCLUSAO	TIAGOP	2025-08-21 00:00:00
10258	8	2025-10-28 00:00:00	INCLUSAO	BEA.SC	2025-10-28 00:00:00
10258	8	2025-10-28 00:00:00	INCLUSAO	BEA.SC	2025-10-28 00:00:00
10262	8	2025-10-16 00:00:00	INCLUSAO	BEA.SC	2025-10-16 00:00:00
10263	8	2025-10-23 00:00:00	INCLUSAO	BEA.SC	2025-10-23 00:00:00
10263	8	2025-10-28 00:00:00	INCLUSAO	BEA.SC	2025-10-28 00:00:00
10263	8	2025-10-30 00:00:00	INCLUSAO	BEA.SC	2025-10-30 00:00:00
10267	999914	2025-11-24 00:00:00	INCLUSAO	BEA.SC	2025-11-24 00:00:00
10268	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
10270	8	2025-10-17 00:00:00	INCLUSAO	BEA.SC	2025-10-17 00:00:00
10272	999915	2025-08-27 00:00:00	INCLUSAO	TIAGOP	2025-08-27 00:00:00
10274	999915	2025-08-22 00:00:00	INCLUSAO	TIAGOP	2025-08-22 00:00:00
10276	999915	2025-07-28 00:00:00	INCLUSAO	TIAGOP	2025-07-28 00:00:00
10276	999915	2025-08-21 00:00:00	INCLUSAO	TIAGOP	2025-08-21 00:00:00
10282	8	2025-08-15 00:00:00	INCLUSAO	TIAGOP	2025-08-15 00:00:00
10298	379	2025-08-20 00:00:00	INCLUSAO	BEA.SC	2025-08-20 00:00:00
10308	999915	2025-08-21 00:00:00	INCLUSAO	TIAGOP	2025-08-21 00:00:00
10308	999915	2025-08-26 00:00:00	INCLUSAO	TIAGOP	2025-08-26 00:00:00
10308	999915	2025-10-30 00:00:00	INCLUSAO	TIAGOP	2025-10-30 00:00:00
10308	379	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
10308	379	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
10311	999915	2025-09-22 00:00:00	INCLUSAO	TIAGOP	2025-09-22 00:00:00
10311	736	2025-09-23 00:00:00	INCLUSAO	BEA.SC	2025-09-23 00:00:00
10312	999915	2025-10-16 00:00:00	INCLUSAO	TIAGOP	2025-10-16 00:00:00
10317	736	2025-08-27 00:00:00	INCLUSAO	BEA.SC	2025-08-27 00:00:00
10317	736	2025-08-27 00:00:00	INCLUSAO	BEA.SC	2025-08-27 00:00:00
10325	878	2025-11-11 00:00:00	INCLUSAO	BEA.SC	2025-11-11 00:00:00
10326	878	2025-08-04 00:00:00	INCLUSAO	BEA.SC	2025-08-04 00:00:00
10326	999915	2025-08-26 00:00:00	INCLUSAO	TIAGOP	2025-08-26 00:00:00
10327	812	2025-08-26 00:00:00	INCLUSAO	BEA.SC	2025-08-26 00:00:00
10328	999915	2025-09-29 00:00:00	INCLUSAO	TIAGOP	2025-09-29 00:00:00
10329	999915	2025-12-01 00:00:00	INCLUSAO	TIAGOP	2025-12-01 00:00:00
10331	999915	2025-09-25 00:00:00	INCLUSAO	TIAGOP	2025-09-25 00:00:00
10331	999915	2025-09-25 00:00:00	INCLUSAO	TIAGOP	2025-09-25 00:00:00
10331	736	2025-10-01 00:00:00	INCLUSAO	BEA.SC	2025-10-01 00:00:00
10339	917	2025-08-13 00:00:00	INCLUSAO	TIAGOP	2025-08-13 00:00:00
10340	917	2025-08-12 00:00:00	INCLUSAO	TIAGOP	2025-08-12 00:00:00
10340	917	2025-08-12 00:00:00	INCLUSAO	TIAGOP	2025-08-12 00:00:00
10344	736	2025-08-04 00:00:00	INCLUSAO	BEA.SC	2025-08-04 00:00:00
10413	877	2025-08-28 00:00:00	INCLUSAO	BEA.SC	2025-08-28 00:00:00
10439	877	2025-08-28 00:00:00	INCLUSAO	BEA.SC	2025-08-28 00:00:00
10476	877	2025-08-28 00:00:00	INCLUSAO	BEA.SC	2025-08-28 00:00:00
10615	877	2025-08-28 00:00:00	INCLUSAO	BEA.SC	2025-08-28 00:00:00
10617	877	2025-08-28 00:00:00	INCLUSAO	BEA.SC	2025-08-28 00:00:00
10647	8	2025-11-14 00:00:00	INCLUSAO	BEA.SC	2025-11-14 00:00:00
10649	877	2025-08-28 00:00:00	INCLUSAO	BEA.SC	2025-08-28 00:00:00
10655	877	2025-08-28 00:00:00	INCLUSAO	BEA.SC	2025-08-28 00:00:00
11112	613	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
11115	632	2025-11-11 00:00:00	INCLUSAO	BEA.SC	2025-11-11 00:00:00
11808	721	2025-10-27 00:00:00	INCLUSAO	BEA.SC	2025-10-27 00:00:00
12047	721	2025-10-27 00:00:00	INCLUSAO	BEA.SC	2025-10-27 00:00:00
12047	721	2025-10-27 00:00:00	INCLUSAO	BEA.SC	2025-10-27 00:00:00
12051	877	2025-08-28 00:00:00	INCLUSAO	BEA.SC	2025-08-28 00:00:00
12059	8	2025-10-29 00:00:00	INCLUSAO	BEA.SC	2025-10-29 00:00:00
12068	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
12072	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
12072	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
12074	999915	2025-08-28 00:00:00	INCLUSAO	TIAGOP	2025-08-28 00:00:00
12076	8	2025-11-14 00:00:00	INCLUSAO	BEA.SC	2025-11-14 00:00:00
12080	999915	2025-08-28 00:00:00	INCLUSAO	TIAGOP	2025-08-28 00:00:00
12081	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
12082	999915	2025-08-28 00:00:00	INCLUSAO	TIAGOP	2025-08-28 00:00:00
12088	877	2025-08-28 00:00:00	INCLUSAO	BEA.SC	2025-08-28 00:00:00
12091	999915	2025-08-28 00:00:00	INCLUSAO	TIAGOP	2025-08-28 00:00:00
12092	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
12093	999915	2025-08-28 00:00:00	INCLUSAO	TIAGOP	2025-08-28 00:00:00
12095	8	2025-12-01 00:00:00	INCLUSAO	BEA.SC	2025-12-01 00:00:00
12106	8	2025-11-14 00:00:00	INCLUSAO	BEA.SC	2025-11-14 00:00:00
12531	8	2025-11-13 00:00:00	INCLUSAO	BEA.SC	2025-11-13 00:00:00
12855	721	2025-12-02 00:00:00	INCLUSAO	BEA.SC	2025-12-02 00:00:00
12862	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
12863	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
12864	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
13053	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
13054	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
13055	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
13056	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
13061	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
13062	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
13063	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
13065	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
13066	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
13068	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
13070	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
13072	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
13074	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
13075	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
13076	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
13077	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
13125	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
13129	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
13225	750	2025-08-26 00:00:00	INCLUSAO	LUIZ	2025-08-26 00:00:00
13225	750	2025-08-26 00:00:00	INCLUSAO	LUIZ	2025-08-26 00:00:00
13225	750	2025-08-26 00:00:00	INCLUSAO	BEA.SC	2025-08-26 00:00:00
13230	721	2025-08-28 00:00:00	INCLUSAO	BEA.SC	2025-08-28 00:00:00
13232	571	2025-09-10 00:00:00	INCLUSAO	BEA.SC	2025-09-10 00:00:00
13232	571	2025-09-10 00:00:00	INCLUSAO	BEA.SC	2025-09-10 00:00:00
13300	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
13301	877	2025-09-17 00:00:00	INCLUSAO	BEA.SC	2025-09-17 00:00:00
13616	721	2025-10-27 00:00:00	INCLUSAO	BEA.SC	2025-10-27 00:00:00
13714	721	2025-08-15 00:00:00	INCLUSAO	BEA.SC	2025-08-15 00:00:00
13865	8	2025-10-28 00:00:00	INCLUSAO	BEA.SC	2025-10-28 00:00:00
13866	999915	2025-10-23 00:00:00	INCLUSAO	TIAGOP	2025-10-23 00:00:00
13867	999915	2025-08-19 00:00:00	INCLUSAO	TIAGOP	2025-08-19 00:00:00
13867	999915	2025-08-26 00:00:00	INCLUSAO	TIAGOP	2025-08-26 00:00:00
13867	999915	2025-11-03 00:00:00	INCLUSAO	TIAGOP	2025-11-03 00:00:00
13867	736	2025-11-04 00:00:00	INCLUSAO	BEA.SC	2025-11-04 00:00:00
13868	999914	2025-11-24 00:00:00	INCLUSAO	BEA.SC	2025-11-24 00:00:00
13869	8	2025-10-29 00:00:00	INCLUSAO	BEA.SC	2025-10-29 00:00:00
13869	8	2025-10-29 00:00:00	INCLUSAO	BEA.SC	2025-10-29 00:00:00
13870	8	2025-10-29 00:00:00	INCLUSAO	BEA.SC	2025-10-29 00:00:00
13870	8	2025-10-31 00:00:00	INCLUSAO	BEA.SC	2025-10-31 00:00:00
13883	379	2025-11-18 00:00:00	INCLUSAO	BEA.SC	2025-11-18 00:00:00
13884	379	2025-11-18 00:00:00	INCLUSAO	BEA.SC	2025-11-18 00:00:00
13887	100001	2025-11-04 00:00:00	INCLUSAO	BEA.SC	2025-11-04 00:00:00
13887	100001	2025-11-04 00:00:00	INCLUSAO	BEA.SC	2025-11-04 00:00:00
13891	379	2025-08-20 00:00:00	INCLUSAO	BEA.SC	2025-08-20 00:00:00
13891	379	2025-11-18 00:00:00	INCLUSAO	BEA.SC	2025-11-18 00:00:00
13891	379	2025-11-18 00:00:00	INCLUSAO	BEA.SC	2025-11-18 00:00:00
13914	917	2025-08-12 00:00:00	INCLUSAO	TIAGOP	2025-08-12 00:00:00
13915	999915	2025-08-08 00:00:00	INCLUSAO	TIAGOP	2025-08-08 00:00:00
13915	999915	2025-08-08 00:00:00	INCLUSAO	TIAGOP	2025-08-08 00:00:00
13915	917	2025-08-13 00:00:00	INCLUSAO	TIAGOP	2025-08-13 00:00:00
13917	882	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
13917	882	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
13918	917	2025-07-29 00:00:00	INCLUSAO	ANDRE	2025-07-29 00:00:00
13918	882	2025-07-29 00:00:00	INCLUSAO	ANDRE	2025-07-29 00:00:00
13918	999915	2025-08-26 00:00:00	INCLUSAO	TIAGOP	2025-08-26 00:00:00
13920	917	2025-08-12 00:00:00	INCLUSAO	TIAGOP	2025-08-12 00:00:00
13921	917	2025-08-12 00:00:00	INCLUSAO	TIAGOP	2025-08-12 00:00:00
13924	917	2025-08-12 00:00:00	INCLUSAO	TIAGOP	2025-08-12 00:00:00
13925	917	2025-08-13 00:00:00	INCLUSAO	TIAGOP	2025-08-13 00:00:00
13927	100001	2025-11-04 00:00:00	INCLUSAO	BEA.SC	2025-11-04 00:00:00
13928	917	2025-08-13 00:00:00	INCLUSAO	TIAGOP	2025-08-13 00:00:00
13929	917	2025-08-13 00:00:00	INCLUSAO	TIAGOP	2025-08-13 00:00:00
13930	882	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
13931	878	2025-08-04 00:00:00	INCLUSAO	BEA.SC	2025-08-04 00:00:00
13931	878	2025-11-11 00:00:00	INCLUSAO	BEA.SC	2025-11-11 00:00:00
13932	999915	2025-08-08 00:00:00	INCLUSAO	TIAGOP	2025-08-08 00:00:00
13932	917	2025-08-12 00:00:00	INCLUSAO	TIAGOP	2025-08-12 00:00:00
13932	917	2025-08-12 00:00:00	INCLUSAO	TIAGOP	2025-08-12 00:00:00
13933	882	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
13934	917	2025-08-12 00:00:00	INCLUSAO	TIAGOP	2025-08-12 00:00:00
13934	999915	2025-08-13 00:00:00	INCLUSAO	TIAGOP	2025-08-13 00:00:00
13938	999915	2025-08-26 00:00:00	INCLUSAO	TIAGOP	2025-08-26 00:00:00
13939	999915	2025-08-26 00:00:00	INCLUSAO	TIAGOP	2025-08-26 00:00:00
13940	882	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
13941	100001	2025-11-04 00:00:00	INCLUSAO	BEA.SC	2025-11-04 00:00:00
13942	100001	2025-11-04 00:00:00	INCLUSAO	BEA.SC	2025-11-04 00:00:00
13942	999914	2025-11-24 00:00:00	INCLUSAO	BEA.SC	2025-11-24 00:00:00
13944	999915	2025-08-26 00:00:00	INCLUSAO	TIAGOP	2025-08-26 00:00:00
13945	8	2025-10-29 00:00:00	INCLUSAO	BEA.SC	2025-10-29 00:00:00
13948	379	2025-08-20 00:00:00	INCLUSAO	BEA.SC	2025-08-20 00:00:00
13948	379	2025-11-18 00:00:00	INCLUSAO	BEA.SC	2025-11-18 00:00:00
13950	999915	2025-12-01 00:00:00	INCLUSAO	TIAGOP	2025-12-01 00:00:00
13970	773	2025-08-05 00:00:00	INCLUSAO	BEA.SC	2025-08-05 00:00:00
13970	773	2025-08-05 00:00:00	INCLUSAO	BEA.SC	2025-08-05 00:00:00
13970	773	2025-08-22 00:00:00	INCLUSAO	BEA.SC	2025-08-22 00:00:00
13973	379	2025-08-20 00:00:00	INCLUSAO	BEA.SC	2025-08-20 00:00:00
13981	999915	2025-08-26 00:00:00	INCLUSAO	TIAGOP	2025-08-26 00:00:00
13982	999915	2025-08-26 00:00:00	INCLUSAO	TIAGOP	2025-08-26 00:00:00
13982	999915	2025-08-27 00:00:00	INCLUSAO	TIAGOP	2025-08-27 00:00:00
13983	999914	2025-11-24 00:00:00	INCLUSAO	BEA.SC	2025-11-24 00:00:00
13985	999915	2025-08-07 00:00:00	INCLUSAO	TIAGOP	2025-08-07 00:00:00
13987	999915	2025-08-07 00:00:00	INCLUSAO	TIAGOP	2025-08-07 00:00:00
13988	882	2025-11-12 00:00:00	INCLUSAO	BEA.SC	2025-11-12 00:00:00
13989	999915	2025-08-07 00:00:00	INCLUSAO	TIAGOP	2025-08-07 00:00:00
13989	999915	2025-08-07 00:00:00	INCLUSAO	TIAGOP	2025-08-07 00:00:00
13993	878	2025-08-04 00:00:00	INCLUSAO	BEA.SC	2025-08-04 00:00:00
13993	999915	2025-08-26 00:00:00	INCLUSAO	TIAGOP	2025-08-26 00:00:00
13994	999915	2025-09-19 00:00:00	INCLUSAO	TIAGOP	2025-09-19 00:00:00
13994	736	2025-09-23 00:00:00	INCLUSAO	BEA.SC	2025-09-23 00:00:00
13996	888	2025-08-05 00:00:00	INCLUSAO	BEA.SC	2025-08-05 00:00:00
13996	888	2025-08-22 00:00:00	INCLUSAO	BEA.SC	2025-08-22 00:00:00
14008	920	2025-08-21 00:00:00	INCLUSAO	BEA.SC	2025-08-21 00:00:00
14008	920	2025-09-05 00:00:00	INCLUSAO	BEA.SC	2025-09-05 00:00:00
14011	920	2025-09-18 00:00:00	INCLUSAO	BEA.SC	2025-09-18 00:00:00
14019	999915	2025-08-15 00:00:00	INCLUSAO	TIAGOP	2025-08-15 00:00:00
14019	920	2025-08-21 00:00:00	INCLUSAO	BEA.SC	2025-08-21 00:00:00
14019	920	2025-09-05 00:00:00	INCLUSAO	BEA.SC	2025-09-05 00:00:00
14023	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14024	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14025	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14026	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14026	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14027	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14028	530	2025-11-10 00:00:00	INCLUSAO	BEA.SC	2025-11-10 00:00:00
14028	8	2025-11-11 00:00:00	INCLUSAO	BEA.SC	2025-11-11 00:00:00
14028	8	2025-11-11 00:00:00	INCLUSAO	BEA.SC	2025-11-11 00:00:00
14029	8	2025-11-14 00:00:00	INCLUSAO	BEA.SC	2025-11-14 00:00:00
14030	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14031	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14032	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14033	100001	2025-12-03 00:00:00	INCLUSAO	BEA.SC	2025-12-03 00:00:00
14034	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14034	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14035	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14036	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14037	8	2025-10-31 00:00:00	INCLUSAO	BEA.SC	2025-10-31 00:00:00
14038	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14039	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14039	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14040	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14041	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14042	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14043	8	2025-11-06 00:00:00	INCLUSAO	BEA.SC	2025-11-06 00:00:00
14044	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14045	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14046	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14047	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14047	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14048	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14049	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14050	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14051	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14052	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14053	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14054	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14055	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14056	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14060	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14062	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14063	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14064	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14065	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
14066	8	2025-10-20 00:00:00	INCLUSAO	BEA.SC	2025-10-20 00:00:00
